"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Passerella iliaca","Fox Sparrow","PASSERIFORMES","Passerellidae",NA,"",NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak; XX"
"Junco hyemalis","Dark-eyed Junco","PASSERIFORMES","Passerellidae",NA,"",NA,"","","Rare/Accidental","","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak; XX"
"Zonotrichia leucophrys","White-crowned Sparrow","PASSERIFORMES","Passerellidae",NA,"",NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,"","",NA,"","ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; US48; USak; XX"
"Zonotrichia atricapilla","Golden-crowned Sparrow","PASSERIFORMES","Passerellidae",NA,"",NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; CAM; hol; NAM; nea; pal; US48; USak"
"Passerculus sandwichensis","Savannah Sparrow","PASSERIFORMES","Passerellidae",NA,"",NA,"","","","Rare/Accidental","",NA,"",NA,"",NA,NA,"",NA,NA,"","","",NA,"","","Rare/Accidental",NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; SAM; US48; USak; UShi"
"Melospiza melodia","Song Sparrow","PASSERIFORMES","Passerellidae",NA,"Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,"","ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak; XX"
"Melospiza georgiana","Swamp Sparrow","PASSERIFORMES","Passerellidae",NA,"Rare/Accidental",NA,"","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","Rare/Accidental",NA,NA,"ASI; CA; CAM; CAR; hol; NAM; nea; pal; US48; USak"
"Sturnella neglecta","Western Meadowlark","PASSERIFORMES","Icteridae",NA,"Rare/Accidental",NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"","Rare/Accidental","Introduced species",NA,"ASI; CA; CAM; hol; NAM; nea; OCE; PAC; US48; USak; UShi"
"Molothrus ater","Brown-headed Cowbird","PASSERIFORMES","Icteridae",NA,"Uncertain origin",NA,"","","","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","Rare/Accidental",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Euphagus carolinus","Rusty Blackbird","PASSERIFORMES","Icteridae",NA,"Vulnerable",NA,"Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Vulnerable",NA,"Vulnerable",NA,"Rare/Accidental Vulnerable",NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,"Vulnerable","Vulnerable",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Leiothlypis celata","Orange-crowned Warbler","PASSERIFORMES","Parulidae",NA,"Rare/Accidental",NA,"","","Rare/Accidental","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Geothlypis trichas","Common Yellowthroat","PASSERIFORMES","Parulidae",NA,"Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","",NA,"","ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX"
"Cardellina pusilla","Wilson's Warbler","PASSERIFORMES","Parulidae",NA,"",NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; US48; USak"
"Passerina cyanea","Indigo Bunting","PASSERIFORMES","Cardinalidae",NA,"Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Colinus virginianus","Northern Bobwhite","GALLIFORMES","Odontophoridae",NA,NA,"Introduced species Near-threatened","Near-threatened","Near-threatened","Near-threatened","Introduced species Near-threatened","Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,"Introduced species Near-threatened",NA,NA,NA,"Introduced species Near-threatened",NA,NA,"Near-threatened",NA,NA,NA,"AUS; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; pal; US48"
"Callipepla californica","California Quail","GALLIFORMES","Odontophoridae",NA,NA,"Introduced species","Introduced species","","Extirpated","Introduced species","Introduced species",NA,"",NA,"",NA,NA,"Introduced species",NA,NA,"Introduced species","Introduced species","Introduced species",NA,"",NA,"Introduced species",NA,"AUS; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; SAM; US48; UShi"
"Meleagris gallopavo","Wild Turkey","GALLIFORMES","Phasianidae",NA,NA,"Introduced species","","",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,"Introduced species","",NA,NA,"",NA,"Introduced species",NA,"AUS; CA; CAM; hol; NAM; nea; OCE; PAC; pal; US48; UShi"
"Diomedea antipodensis","Antipodean Albatross","PROCELLARIIFORMES","Diomedeidae",NA,NA,"Endangered",NA,NA,NA,NA,"Rare/Accidental Endangered",NA,"Rare/Accidental Endangered",NA,"Rare/Accidental Endangered",NA,NA,"Endangered",NA,"Endangered","Rare/Accidental Endangered",NA,"Endangered",NA,"Rare/Accidental Endangered",NA,NA,"Endangered","AUS; hol; NAM; nea; OCE; opa; PAC; SAM; US48; XX"
"Pterodroma cookii","Cook's Petrel","PROCELLARIIFORMES","Procellariidae",NA,NA,"Vulnerable","Rare/Accidental Vulnerable","Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable","Vulnerable",NA,"Vulnerable",NA,"Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","AUS; CA; CAM; hol; NAM; nea; OCE; opa; PAC; SAM; US48; USak; UShi; XX"
"Procellaria parkinsoni","Parkinson's Petrel","PROCELLARIIFORMES","Procellariidae",NA,NA,"Vulnerable",NA,"Rare/Accidental Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable","Vulnerable",NA,"Vulnerable",NA,"Rare/Accidental Vulnerable",NA,NA,"Vulnerable","AUS; CAM; hol; NAM; nea; OCE; opa; PAC; SAM; US48; XX"
"Dendrocygna autumnalis","Black-bellied Whistling-Duck","ANSERIFORMES","Anatidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48; UShi"
"Anas fulvigula","Mottled Duck","ANSERIFORMES","Anatidae",NA,NA,NA,"Rare/Accidental","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48"
"Camptorhynchus labradorius","Labrador Duck","ANSERIFORMES","Anatidae",NA,NA,NA,"Extinct",NA,NA,NA,"Extinct",NA,"Extinct",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental Extinct",NA,NA,NA,"CA; hol; NAM; nea; US48"
"Oreortyx pictus","Mountain Quail","GALLIFORMES","Odontophoridae",NA,NA,NA,"Introduced species","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Bonasa umbellus","Ruffed Grouse","GALLIFORMES","Phasianidae",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"CA; hol; NAM; nea; US48; USak"
"Centrocercus urophasianus","Greater Sage-Grouse","GALLIFORMES","Phasianidae",NA,NA,NA,"Near-threatened",NA,NA,NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,"CA; hol; NAM; nea; US48"
"Dendragapus obscurus","Dusky Grouse","GALLIFORMES","Phasianidae",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; hol; NAM; nea; US48"
"Dendragapus fuliginosus","Sooty Grouse","GALLIFORMES","Phasianidae",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"CA; hol; NAM; nea; US48; USak"
"Tympanuchus phasianellus","Sharp-tailed Grouse","GALLIFORMES","Phasianidae",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"CA; hol; NAM; nea; US48; USak"
"Tympanuchus cupido","Greater Prairie-Chicken","GALLIFORMES","Phasianidae",NA,NA,NA,"Rare/Accidental Near-threatened",NA,NA,NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,"CA; hol; NAM; nea; US48"
"Lagopus leucura","White-tailed Ptarmigan","GALLIFORMES","Phasianidae",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"CA; hol; NAM; nea; US48; USak"
"Canachites canadensis","Spruce Grouse","GALLIFORMES","Phasianidae",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"CA; hol; NAM; nea; US48; USak"
"Patagioenas leucocephala","White-crowned Pigeon","COLUMBIFORMES","Columbidae",NA,NA,NA,"Rare/Accidental Near-threatened","Near-threatened","Near-threatened",NA,"Near-threatened",NA,"Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,NA,"Near-threatened",NA,NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; US48"
"Patagioenas fasciata","Band-tailed Pigeon","COLUMBIFORMES","Columbidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","Extirpated","Rare/Accidental","Rare/Accidental",NA,NA,"CA; CAM; hol; NAM; nea; SAM; TT; US48; USak"
"Ectopistes migratorius","Passenger Pigeon","COLUMBIFORMES","Columbidae",NA,NA,NA,"Rare/Accidental Extinct","Extinct","Rare/Accidental Extinct","Extinct","Extinct",NA,"Extinct",NA,"Extinct",NA,NA,NA,NA,NA,NA,"Rare/Accidental Extinct",NA,NA,"Extinct",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48"
"Columbina inca","Inca Dove","COLUMBIFORMES","Columbidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Columbina passerina","Common Ground Dove","COLUMBIFORMES","Columbidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","","",NA,NA,"",NA,NA,"",NA,"","","",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; TT; US48"
"Zenaida asiatica","White-winged Dove","COLUMBIFORMES","Columbidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,"",NA,NA,"",NA,"Rare/Accidental",NA,"","Rare/Accidental",NA,"","CA; CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; US48; USak; XX"
"Zenaida macroura","Mourning Dove","COLUMBIFORMES","Columbidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","Rare/Accidental",NA,"","Rare/Accidental","Introduced species","","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX"
"Crotophaga sulcirostris","Groove-billed Ani","CUCULIFORMES","Cuculidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"CA; CAM; hol; NAM; NaN; nea; SAM; US48"
"Coccyzus erythropthalmus","Black-billed Cuckoo","CUCULIFORMES","Cuculidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; TT; US48"
"Chordeiles acutipennis","Lesser Nighthawk","CAPRIMULGIFORMES","Caprimulgidae",NA,NA,NA,"Rare/Accidental","","Rare/Accidental",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","","","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48; USak"
"Phalaenoptilus nuttallii","Common Poorwill","CAPRIMULGIFORMES","Caprimulgidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Antrostomus carolinensis","Chuck-will's-widow","CAPRIMULGIFORMES","Caprimulgidae",NA,NA,NA,"Rare/Accidental Near-threatened","Near-threatened","Near-threatened",NA,"Near-threatened",NA,"Near-threatened","Near-threatened","Near-threatened",NA,NA,"Rare/Accidental Near-threatened",NA,NA,"Rare/Accidental Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; US48"
"Antrostomus vociferus","Eastern Whip-poor-will","CAPRIMULGIFORMES","Caprimulgidae",NA,NA,NA,"Near-threatened","Near-threatened","Rare/Accidental Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened","Rare/Accidental Near-threatened",NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48; USak"
"Cypseloides niger","Black Swift","APODIFORMES","Apodidae",NA,NA,NA,"Vulnerable","Vulnerable","Vulnerable",NA,"Vulnerable",NA,"Vulnerable","Rare/Accidental Vulnerable","Vulnerable",NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,"Vulnerable","Vulnerable",NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; US48; USak"
"Streptoprocne zonaris","White-collared Swift","APODIFORMES","Apodidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","","Rare/Accidental",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48"
"Chaetura vauxi","Vaux's Swift","APODIFORMES","Apodidae",NA,NA,NA,"","",NA,NA,"",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,"CA; CAM; hol; NAM; NaN; nea; SAM; US48; USak"
"Aeronautes saxatalis","White-throated Swift","APODIFORMES","Apodidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Colibri thalassinus","Mexican Violetear","APODIFORMES","Trochilidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Eugenes fulgens","Rivoli's Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Lampornis amethystinus","Amethyst-throated Mountain-gem","APODIFORMES","Trochilidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Archilochus colubris","Ruby-throated Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; nea; SAM; US48; USak"
"Archilochus alexandri","Black-chinned Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Calypte anna","Anna's Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
"Calypte costae","Costa's Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
"Selasphorus calliope","Calliope Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
"Selasphorus platycercus","Broad-tailed Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Cynanthus latirostris","Broad-billed Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Basilinna xantusii","Xantus's Hummingbird","APODIFORMES","Trochilidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Rallus elegans","King Rail","GRUIFORMES","Rallidae",NA,NA,NA,"Near-threatened","Near-threatened","Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48"
"Rallus crepitans","Clapper Rail","GRUIFORMES","Rallidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; SAM; US48"
"Rallus limicola","Virginia Rail","GRUIFORMES","Rallidae",NA,NA,NA,"","","Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; US48; USak"
"Gallinula galeata","Common Gallinule","GRUIFORMES","Rallidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,"",NA,NA,"","Rare/Accidental","","","",NA,"",NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; UShi"
"Coturnicops noveboracensis","Yellow Rail","GRUIFORMES","Rallidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48"
"Laterallus jamaicensis","Black Rail","GRUIFORMES","Rallidae",NA,NA,NA,"Rare/Accidental","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; SAM; US48"
"Aramus guarauna","Limpkin","GRUIFORMES","Aramidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48"
"Grus americana","Whooping Crane","GRUIFORMES","Gruidae",NA,NA,NA,"Breeding endemic Endangered","Rare/Accidental Endangered",NA,NA,"Endangered",NA,"Endangered",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Recurvirostra americana","American Avocet","CHARADRIIFORMES","Recurvirostridae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; UShi"
"Haematopus palliatus","American Oystercatcher","CHARADRIIFORMES","Haematopodidae",NA,NA,NA,"Rare/Accidental","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48"
"Charadrius melodus","Piping Plover","CHARADRIIFORMES","Charadriidae",NA,NA,NA,"Near-threatened","Near-threatened","Near-threatened",NA,"Near-threatened",NA,"Near-threatened","Near-threatened","Near-threatened",NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; US48"
"Anarhynchus wilsonia","Wilson's Plover","CHARADRIIFORMES","Charadriidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48"
"Anarhynchus montanus","Mountain Plover","CHARADRIIFORMES","Charadriidae",NA,NA,NA,"Near-threatened","Near-threatened",NA,NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Numenius americanus","Long-billed Curlew","CHARADRIIFORMES","Scolopacidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; nea; SAM; TT; US48; USak"
"Limosa fedoa","Marbled Godwit","CHARADRIIFORMES","Scolopacidae",NA,NA,NA,"Vulnerable","Vulnerable","Vulnerable",NA,"Vulnerable",NA,"Vulnerable","Rare/Accidental Vulnerable","Vulnerable",NA,NA,"Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,"CA; CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; TT; US48; USak; UShi"
"Scolopax minor","American Woodcock","CHARADRIIFORMES","Scolopacidae",NA,NA,NA,"","Rare/Accidental","Rare/Accidental","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48"
"Calidris virgata","Surfbird","CHARADRIIFORMES","Scolopacidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Rare/Accidental",NA,"CA; CAM; hol; NAM; nea; SAM; US48; USak; UShi"
"Brachyramphus marmoratus","Marbled Murrelet","CHARADRIIFORMES","Alcidae",NA,NA,NA,"Endangered","Rare/Accidental Endangered",NA,NA,"Endangered",NA,"Endangered",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered","Endangered",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
"Synthliboramphus scrippsi","Scripps's Murrelet","CHARADRIIFORMES","Alcidae",NA,NA,NA,"Rare/Accidental Vulnerable","Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable","Uncertain origin Vulnerable",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
"Synthliboramphus hypoleucus","Guadalupe Murrelet","CHARADRIIFORMES","Alcidae",NA,NA,NA,"Rare/Accidental Endangered","Endangered",NA,NA,"Endangered",NA,"Endangered",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental Endangered",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Larus heermanni","Heermann's Gull","CHARADRIIFORMES","Laridae",NA,NA,NA,"Near-threatened","Near-threatened",NA,NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened","Rare/Accidental Near-threatened",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
"Sterna forsteri","Forster's Tern","CHARADRIIFORMES","Laridae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48"
"Thalasseus maximus","Royal Tern","CHARADRIIFORMES","Laridae",NA,NA,NA,"Rare/Accidental","","","","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","","",NA,NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; XX"
"Phoenicopterus ruber","American Flamingo","PHOENICOPTERIFORMES","Phoenicopteridae",NA,NA,NA,"Uncertain origin","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","","",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48"
"Aechmophorus occidentalis","Western Grebe","PODICIPEDIFORMES","Podicipedidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
