scientific_name,common_name,scientific_name_avibase8.17,common_name_avibase8.17,order_avibase8.17,family_avibase8.17,status_NAM_avibase8.17,status_CA_avibase8.17,status_US48_avibase8.17,status_USak_avibase8.17,regions_avibase8.17,in_avibase8.17,AOU_bbs2024,common_name_bbs2024,order_bbs2024,family_bbs2024,scientific_name_bbs2024,in_bbs2024,common_name_clements2024,scientific_name_clements2024,region_clements2024,family_clements2024,order_clements2024,in_clements2024,status_CA_US48_USak,L1_ca.conus.data
Calidris tenuirostris,Great Knot,Calidris tenuirostris,Great Knot,CHARADRIIFORMES,Scolopacidae,Endangered,Rare/Accidental Endangered,Endangered,Rare/Accidental Endangered,AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak,yes,NA,NA,NA,NA,NA,no,Great Knot,Calidris tenuirostris,"northeastern Siberia; winters to India, southeastern Asia, Philippines, and Australia",Scolopacidae (Sandpipers and Allies),Charadriiformes,yes,Rare/Accidental Endangered; Endangered; Rare/Accidental Endangered,yes
Callipepla douglasii,Elegant Quail,Callipepla douglasii,Elegant Quail,GALLIFORMES,Odontophoridae,NA,NA,Uncertain origin,NA,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Elegant Quail,Callipepla douglasii,NA,Odontophoridae (New World Quail),Galliformes,yes,Uncertain origin,yes
Calonectris edwardsii,Cape Verde Shearwater,Calonectris edwardsii,Cape Verde Shearwater,PROCELLARIIFORMES,Procellariidae,Rare/Accidental Near-threatened,NA,Rare/Accidental Near-threatened,NA,AFR; CAR; EUR; hol; NAM; nea; pal; SAM; TT; US48; XX,yes,NA,NA,NA,NA,NA,no,Cape Verde Shearwater,Calonectris edwardsii,"breeds Cape Verde Islands, outside breeding season moving to winter quarters mainly in upwelling systems of tropical and South Atlantic",Procellariidae (Shearwaters and Petrels),Procellariiformes,yes,Rare/Accidental Near-threatened,yes
Calonectris leucomelas,Streaked Shearwater,Calonectris leucomelas,Streaked Shearwater,PROCELLARIIFORMES,Procellariidae,Rare/Accidental Near-threatened,NA,Rare/Accidental Near-threatened,NA,AFR; ASI; AUS; CAM; hol; MID; NAM; nea; OCE; opa; PAC; pal; US48; UShi; XX,yes,NA,NA,NA,NA,NA,no,Streaked Shearwater,Calonectris leucomelas,breeds coastal islands off Japan and China; ranges to southern Pacific,Procellariidae (Shearwaters and Petrels),Procellariiformes,yes,Rare/Accidental Near-threatened,yes
Campephilus principalis,Ivory-billed Woodpecker,Campephilus principalis,Ivory-billed Woodpecker,PICIFORMES,Picidae,Critically endangered (possibly extinct),NA,Critically endangered (possibly extinct),NA,CAM; CAR; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Ivory-billed Woodpecker,Campephilus principalis,NA,Picidae (Woodpeckers),Piciformes,yes,Critically endangered (possibly extinct),yes
Camptorhynchus labradorius,Labrador Duck,Camptorhynchus labradorius,Labrador Duck,ANSERIFORMES,Anatidae,Extinct,Extinct,Rare/Accidental Extinct,NA,CA; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Labrador Duck,Camptorhynchus labradorius,"formerly northeastern North America; extinct, last reported 1875","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Extinct; Rare/Accidental Extinct,yes
Caprimulgus jotaka,Gray Nightjar,Caprimulgus jotaka,Gray Nightjar,CAPRIMULGIFORMES,Caprimulgidae,Rare/Accidental,NA,NA,Rare/Accidental,ASI; AUS; hol; NAM; nea; OCE; PAC; pal; USak,yes,NA,NA,NA,NA,NA,no,Gray Nightjar,Caprimulgus jotaka,NA,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,yes,Rare/Accidental,yes
Cardellina rubra,Red Warbler,Cardellina rubra,Red Warbler,PASSERIFORMES,Parulidae,NA,NA,Uncertain origin,NA,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Red Warbler,Cardellina rubra,NA,Parulidae (New World Warblers),Passeriformes,yes,Uncertain origin,yes
Carpodacus erythrinus,Common Rosefinch,Carpodacus erythrinus,Common Rosefinch,PASSERIFORMES,Fringillidae,NA,NA,Rare/Accidental,Rare/Accidental,AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48; USak,yes,NA,NA,NA,NA,NA,no,Common Rosefinch,Carpodacus erythrinus,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes
Carpodacus roseus,Pallas's Rosefinch,Carpodacus roseus,Pallas's Rosefinch,PASSERIFORMES,Fringillidae,Rare/Accidental,NA,NA,Rare/Accidental,ASI; EUR; hol; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Pallas's Rosefinch,Carpodacus roseus,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Rare/Accidental,yes
Catharus mexicanus,Black-headed Nightingale-Thrush,Catharus mexicanus,Black-headed Nightingale-Thrush,PASSERIFORMES,Turdidae,NA,NA,Rare/Accidental,NA,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Black-headed Nightingale-Thrush,Catharus mexicanus,NA,Turdidae (Thrushes and Allies),Passeriformes,yes,Rare/Accidental,yes
Chloris chloris,European Greenfinch,Chloris chloris,European Greenfinch,PASSERIFORMES,Fringillidae,Uncertain origin,Uncertain origin,NA,NA,AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; SAM,yes,NA,NA,NA,NA,NA,no,European Greenfinch,Chloris chloris,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Uncertain origin,yes
Chloris sinica,Oriental Greenfinch,Chloris sinica,Oriental Greenfinch,PASSERIFORMES,Fringillidae,Rare/Accidental,Rare/Accidental,Uncertain origin,Rare/Accidental,ASI; CA; hol; NAM; nea; pal; US48; USak,yes,NA,NA,NA,NA,NA,no,Oriental Greenfinch,Chloris sinica,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Rare/Accidental; Uncertain origin; Rare/Accidental,yes
Chloroceryle amazona,Amazon Kingfisher,Chloroceryle amazona,Amazon Kingfisher,CORACIIFORMES,Alcedinidae,NA,NA,Rare/Accidental,NA,CAM; hol; NAM; nan; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Amazon Kingfisher,Chloroceryle amazona,"southern Mexico to Colombia, Venezuela, and east of Andes to Argentina",Alcedinidae (Kingfishers),Coraciiformes,yes,Rare/Accidental,yes
Chroicocephalus cirrocephalus,Gray-hooded Gull,Chroicocephalus cirrocephalus,Gray-hooded Gull,CHARADRIIFORMES,Laridae,Rare/Accidental,NA,Rare/Accidental,NA,AFR; ASI; CAM; CAR; EUR; hol; MID; NAM; nea; pal; SAM; US48,yes,NA,NA,NA,NA,NA,no,Gray-hooded Gull,Chroicocephalus cirrocephalus,NA,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Rare/Accidental,yes
Circus aeruginosus,Western Marsh Harrier,Circus aeruginosus,Western Marsh Harrier,ACCIPITRIFORMES,Accipitridae,Rare/Accidental,NA,Rare/Accidental,NA,AFR; ASI; CAR; EUR; hol; MID; NAM; nea; pal; US48,yes,NA,NA,NA,NA,NA,no,Western Marsh Harrier,Circus aeruginosus,NA,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,yes,Rare/Accidental,yes
Circus cyaneus,Hen Harrier,Circus cyaneus,Hen Harrier,ACCIPITRIFORMES,Accipitridae,Rare/Accidental,NA,NA,Rare/Accidental,AFR; ASI; EUR; hol; MID; NAM; nea; OCE; pal; USak,yes,NA,NA,NA,NA,NA,no,Hen Harrier,Circus cyaneus,widespread Eurasia,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,yes,Rare/Accidental,yes
Coccothraustes coccothraustes,Hawfinch,Coccothraustes coccothraustes,Hawfinch,PASSERIFORMES,Fringillidae,NA,Rare/Accidental,NA,Rare/Accidental,AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; USak; XX,yes,NA,NA,NA,NA,NA,no,Hawfinch,Coccothraustes coccothraustes,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes
Coccyzus melacoryphus,Dark-billed Cuckoo,Coccyzus melacoryphus,Dark-billed Cuckoo,CUCULIFORMES,Cuculidae,Rare/Accidental,NA,Rare/Accidental,NA,CAM; CAR; hol; NAM; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Dark-billed Cuckoo,Coccyzus melacoryphus,"Venezuela to the Guianas, Brazil, northern Argentina, and Galapagos",Cuculidae (Cuckoos),Cuculiformes,yes,Rare/Accidental,yes
Coereba flaveola,Bananaquit,Coereba flaveola,Bananaquit,PASSERIFORMES,Thraupidae,NA,NA,Rare/Accidental,NA,CAM; CAR; hol; NAM; nan; nea; OCE; PAC; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Bananaquit,Coereba flaveola,NA,Thraupidae (Tanagers and Allies),Passeriformes,yes,Rare/Accidental,yes
Colibri thalassinus,Mexican Violetear,Colibri thalassinus,Mexican Violetear,APODIFORMES,Trochilidae,NA,Rare/Accidental,Rare/Accidental,NA,CA; CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Mexican Violetear,Colibri thalassinus,open mountain slopes of southern Mexico to north-central Nicaragua,Trochilidae (Hummingbirds),Apodiformes,yes,Rare/Accidental; Rare/Accidental,yes
Coloeus monedula,Eurasian Jackdaw,Coloeus monedula,Eurasian Jackdaw,PASSERIFORMES,Corvidae,NA,Rare/Accidental,Rare/Accidental,NA,AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; US48,yes,NA,NA,NA,NA,NA,no,Eurasian Jackdaw,Coloeus monedula,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes
Columba palumbus,Common Wood-Pigeon,Columba palumbus,Common Wood-Pigeon,COLUMBIFORMES,Columbidae,Rare/Accidental,Rare/Accidental,NA,NA,AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal,yes,NA,NA,NA,NA,NA,no,Common Wood-Pigeon,Columba palumbus,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Rare/Accidental,yes
Contopus caribaeus,Cuban Pewee,Contopus caribaeus,Cuban Pewee,PASSERIFORMES,Tyrannidae,NA,NA,Rare/Accidental,NA,CAR; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Cuban Pewee,Contopus caribaeus,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental,yes
Conuropsis carolinensis,Carolina Parakeet,Conuropsis carolinensis,Carolina Parakeet,PSITTACIFORMES,Psittacidae,Rare/Accidental Extinct,NA,Rare/Accidental Extinct,NA,hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Carolina Parakeet,Conuropsis carolinensis,NA,Psittacidae (New World and African Parrots),Psittaciformes,yes,Rare/Accidental Extinct,yes
Corvus cornix,Hooded Crow,Corvus cornix,Hooded Crow,PASSERIFORMES,Corvidae,Rare/Accidental,NA,Uncertain origin,NA,AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48,yes,NA,NA,NA,NA,NA,no,Hooded Crow,Corvus cornix,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Uncertain origin,yes
Corvus imparatus,Tamaulipas Crow,Corvus imparatus,Tamaulipas Crow,PASSERIFORMES,Corvidae,NA,NA,Rare/Accidental,NA,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Tamaulipas Crow,Corvus imparatus,southern Texas (lower Río Grande Valley) to southeastern Mexico (northern Veracruz),"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Rare/Accidental,yes
Corvus splendens,House Crow,Corvus splendens,House Crow,PASSERIFORMES,Corvidae,Rare/Accidental,NA,Introduced species,NA,AFR; ASI; AUS; EUR; hol; MID; NAM; nan; nea; OCE; pal; SAM; US48,yes,NA,NA,NA,NA,NA,no,House Crow,Corvus splendens,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Introduced species,yes
Creagrus furcatus,Swallow-tailed Gull,Creagrus furcatus,Swallow-tailed Gull,CHARADRIIFORMES,Laridae,Rare/Accidental,NA,Rare/Accidental,NA,CAM; hol; NAM; nea; SAM; US48; XX,yes,NA,NA,NA,NA,NA,no,Swallow-tailed Gull,Creagrus furcatus,Galapagos; winters coastal Colombia to Chile,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Rare/Accidental,yes
Crex crex,Corn Crake,Crex crex,Corn Crake,GRUIFORMES,Rallidae,NA,Rare/Accidental,Rare/Accidental,NA,AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; pal; SAM; US48,yes,NA,NA,NA,NA,NA,no,Corn Crake,Crex crex,Palearctic; winters Mediterranean to Africa and Madagascar,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,yes,Rare/Accidental; Rare/Accidental,yes
Crithagra mozambica,Yellow-fronted Canary,Crithagra mozambica,Yellow-fronted Canary,PASSERIFORMES,Fringillidae,Introduced species,NA,Introduced species,NA,AFR; ASI; hol; NAM; nea; OCE; PAC; US48; UShi,yes,NA,NA,NA,NA,NA,no,Yellow-fronted Canary,Crithagra mozambica,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Introduced species,yes
Cuculus optatus,Oriental Cuckoo,Cuculus optatus,Oriental Cuckoo,CUCULIFORMES,Cuculidae,Rare/Accidental,NA,NA,Rare/Accidental,ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak,yes,NA,NA,NA,NA,NA,no,Oriental Cuckoo,Cuculus optatus,"breeds western Russia and Kazakhstan through northeastern Russia to Japan; winters southeastern Asia, Indonesian Archipelago, and Philippines to northern and eastern Australia, New Guinea and satellite islands, Bismarck Archipelago, and Solomon Islands",Cuculidae (Cuckoos),Cuculiformes,yes,Rare/Accidental,yes
Curruca curruca,Lesser Whitethroat,Curruca curruca,Lesser Whitethroat,PASSERIFORMES,Sylviidae,Rare/Accidental,NA,NA,Rare/Accidental,AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak; XX,yes,NA,NA,NA,NA,NA,no,Lesser Whitethroat,Curruca curruca,NA,Sylviidae (Sylviid Warblers and Allies),Passeriformes,yes,Rare/Accidental,yes
Cyanerpes cyaneus,Red-legged Honeycreeper,Cyanerpes cyaneus,Red-legged Honeycreeper,PASSERIFORMES,Thraupidae,NA,NA,Rare/Accidental,NA,CAM; CAR; hol; NAM; nan; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Red-legged Honeycreeper,Cyanerpes cyaneus,NA,Thraupidae (Tanagers and Allies),Passeriformes,yes,Rare/Accidental,yes
Cyanocompsa parellina,Blue Bunting,Cyanocompsa parellina,Blue Bunting,PASSERIFORMES,Cardinalidae,NA,NA,Rare/Accidental,NA,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Blue Bunting,Cyanocompsa parellina,NA,Cardinalidae (Cardinals and Allies),Passeriformes,yes,Rare/Accidental,yes
Cyanocorax colliei,Black-throated Magpie-Jay,Cyanocorax colliei,Black-throated Magpie-Jay,PASSERIFORMES,Corvidae,Introduced species,NA,Introduced species,NA,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Black-throated Magpie-Jay,Cyanocorax colliei,Pacific slope of northwestern Mexico (southeastern Sonora to Jalisco and Colima),"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Introduced species,yes
Daptrius chimachima,Yellow-headed Caracara,Daptrius chimachima,Yellow-headed Caracara,FALCONIFORMES,Falconidae,NA,NA,Uncertain origin,NA,CAM; CAR; hol; NAM; nan; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Yellow-headed Caracara,Daptrius chimachima,NA,Falconidae (Falcons and Caracaras),Falconiformes,yes,Uncertain origin,yes
Delichon lagopodum,Siberian House-Martin,Delichon lagopodum,Siberian House-Martin,PASSERIFORMES,Hirundinidae,Rare/Accidental,NA,NA,Rare/Accidental,ASI; EUR; hol; MID; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Siberian House-Martin,Delichon lagopodum,Siberia to Mongolia and Manchuria; winters to southern China and Thailand,Hirundinidae (Swallows),Passeriformes,yes,Rare/Accidental,yes
Delichon urbicum,Western House-Martin,Delichon urbicum,Western House-Martin,PASSERIFORMES,Hirundinidae,Rare/Accidental,Rare/Accidental,NA,NA,AFR; ASI; CA; CAR; EUR; hol; MID; NAM; nea; pal; XX,yes,NA,NA,NA,NA,NA,no,Western House-Martin,Delichon urbicum,NA,Hirundinidae (Swallows),Passeriformes,yes,Rare/Accidental,yes
Dendrocopos major,Great Spotted Woodpecker,Dendrocopos major,Great Spotted Woodpecker,PICIFORMES,Picidae,Rare/Accidental,NA,NA,Rare/Accidental,AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Great Spotted Woodpecker,Dendrocopos major,NA,Picidae (Woodpeckers),Piciformes,yes,Rare/Accidental,yes
Dendrocygna arborea,West Indian Whistling-Duck,Dendrocygna arborea,West Indian Whistling-Duck,ANSERIFORMES,Anatidae,Near-threatened,NA,Rare/Accidental Near-threatened,NA,CAR; hol; NAM; nan; nea; SAM; US48,yes,NA,NA,NA,NA,NA,no,West Indian Whistling-Duck,Dendrocygna arborea,"Bahamas, Greater Antilles, and northern Lesser Antilles","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Rare/Accidental Near-threatened,yes
Diomedea antipodensis,Antipodean Albatross,Diomedea antipodensis,Antipodean Albatross,PROCELLARIIFORMES,Diomedeidae,Rare/Accidental Endangered,NA,Rare/Accidental Endangered,NA,AUS; hol; NAM; nea; OCE; opa; PAC; SAM; US48; XX,yes,NA,NA,NA,NA,NA,no,Antipodean Albatross,Diomedea antipodensis,NA,Diomedeidae (Albatrosses),Procellariiformes,yes,Rare/Accidental Endangered,yes
Diomedea exulans,Snowy Albatross,Diomedea exulans,Snowy Albatross,PROCELLARIIFORMES,Diomedeidae,Rare/Accidental Vulnerable,NA,Rare/Accidental Vulnerable,NA,AFR; ASI; AUS; CAM; EUR; hol; NAM; nea; OCE; PAC; pal; SAM; US48; XX,yes,NA,NA,NA,NA,NA,no,Snowy Albatross,Diomedea exulans,southern oceans in South Georgia area,Diomedeidae (Albatrosses),Procellariiformes,yes,Rare/Accidental Vulnerable,yes
Ectopistes migratorius,Passenger Pigeon,Ectopistes migratorius,Passenger Pigeon,COLUMBIFORMES,Columbidae,Extinct,Rare/Accidental Extinct,Extinct,NA,CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48,yes,NA,NA,NA,NA,NA,no,Passenger Pigeon,Ectopistes migratorius,"formerly eastern Canada and USA; extinct, last reported in wild end of 19th C, last captive individual died 1914",Columbidae (Pigeons and Doves),Columbiformes,yes,Rare/Accidental Extinct; Extinct,yes
Egretta eulophotes,Chinese Egret,Egretta eulophotes,Chinese Egret,PELECANIFORMES,Ardeidae,Vulnerable,NA,NA,Rare/Accidental Vulnerable,ASI; hol; NAM; nea; pal; USak; XX,yes,NA,NA,NA,NA,NA,no,Chinese Egret,Egretta eulophotes,"eastern Asia; winters to southeastern Asia, Philippines, and Indonesia","Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,yes,Rare/Accidental Vulnerable,yes
Egretta gularis,Western Reef-Heron,Egretta gularis,Western Reef-Heron,PELECANIFORMES,Ardeidae,Rare/Accidental,Rare/Accidental,Rare/Accidental,NA,AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; pal; SAM; TT; US48; XX,yes,NA,NA,NA,NA,NA,no,Western Reef-Heron,Egretta gularis,NA,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,yes,Rare/Accidental; Rare/Accidental,yes
Elaenia albiceps,White-crested Elaenia,Elaenia albiceps,White-crested Elaenia,PASSERIFORMES,Tyrannidae,Rare/Accidental,NA,Rare/Accidental,NA,hol; NAM; nea; SAM; US48; XX,yes,NA,NA,NA,NA,NA,no,White-crested Elaenia,Elaenia albiceps,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental,yes
Elaenia parvirostris,Small-billed Elaenia,Elaenia parvirostris,Small-billed Elaenia,PASSERIFORMES,Tyrannidae,Rare/Accidental,Rare/Accidental,Rare/Accidental,NA,CA; hol; NAM; nan; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Small-billed Elaenia,Elaenia parvirostris,southern Brazil to Bolivia and central Argentina; winters north to Colombia,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes
Emberiza aureola,Yellow-breasted Bunting,Emberiza aureola,Yellow-breasted Bunting,PASSERIFORMES,Emberizidae,Critically endangered,Rare/Accidental Critically endangered,NA,Rare/Accidental Critically endangered,AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; USak,yes,NA,NA,NA,NA,NA,no,Yellow-breasted Bunting,Emberiza aureola,NA,Emberizidae (Old World Buntings),Passeriformes,yes,Rare/Accidental Critically endangered; Rare/Accidental Critically endangered,yes
Emberiza chrysophrys,Yellow-browed Bunting,Emberiza chrysophrys,Yellow-browed Bunting,PASSERIFORMES,Emberizidae,Rare/Accidental,NA,NA,Rare/Accidental,ASI; EUR; hol; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Yellow-browed Bunting,Emberiza chrysophrys,taiga of central Siberia; winters in central and southeastern China,Emberizidae (Old World Buntings),Passeriformes,yes,Rare/Accidental,yes
Emberiza elegans,Yellow-throated Bunting,Emberiza elegans,Yellow-throated Bunting,PASSERIFORMES,Emberizidae,Rare/Accidental,NA,NA,Rare/Accidental,ASI; hol; NAM; nea; USak,yes,NA,NA,NA,NA,NA,no,Yellow-throated Bunting,Emberiza elegans,NA,Emberizidae (Old World Buntings),Passeriformes,yes,Rare/Accidental,yes
Emberiza leucocephalos,Pine Bunting,Emberiza leucocephalos,Pine Bunting,PASSERIFORMES,Emberizidae,NA,Rare/Accidental,NA,Rare/Accidental,AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Pine Bunting,Emberiza leucocephalos,NA,Emberizidae (Old World Buntings),Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes
Emberiza pallasi,Pallas's Bunting,Emberiza pallasi,Pallas's Bunting,PASSERIFORMES,Emberizidae,NA,Rare/Accidental,NA,Rare/Accidental,ASI; CA; EUR; hol; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Pallas's Bunting,Emberiza pallasi,NA,Emberizidae (Old World Buntings),Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes
Emberiza pusilla,Little Bunting,Emberiza pusilla,Little Bunting,PASSERIFORMES,Emberizidae,NA,Rare/Accidental,NA,Rare/Accidental,AFR; ASI; CA; CAM; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak,yes,NA,NA,NA,NA,NA,no,Little Bunting,Emberiza pusilla,"taiga of northern Eurasia; winters to India, southeastern Asia, and Philippines",Emberizidae (Old World Buntings),Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes
Emberiza schoeniclus,Reed Bunting,Emberiza schoeniclus,Reed Bunting,PASSERIFORMES,Emberizidae,NA,NA,NA,Rare/Accidental,AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Reed Bunting,Emberiza schoeniclus,NA,Emberizidae (Old World Buntings),Passeriformes,yes,Rare/Accidental,yes
Emberiza variabilis,Gray Bunting,Emberiza variabilis,Gray Bunting,PASSERIFORMES,Emberizidae,NA,NA,NA,Rare/Accidental,ASI; hol; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Gray Bunting,Emberiza variabilis,"southern Kamchatka, Sakhalin, Kuril Islands, and northern Japan; winters to Ryukyu Islands (southern Japan)",Emberizidae (Old World Buntings),Passeriformes,yes,Rare/Accidental,yes
Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher,PASSERIFORMES,Tyrannidae,Rare/Accidental,NA,Rare/Accidental,NA,CAM; hol; NAM; nan; nea; SAM; US48,yes,NA,NA,NA,NA,NA,no,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental,yes
Empidonomus varius,Variegated Flycatcher,Empidonomus varius,Variegated Flycatcher,PASSERIFORMES,Tyrannidae,NA,Rare/Accidental,Rare/Accidental,NA,CA; CAM; hol; NAM; nan; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Variegated Flycatcher,Empidonomus varius,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes
Erithacus rubecula,European Robin,Erithacus rubecula,European Robin,PASSERIFORMES,Muscicapidae,Rare/Accidental,NA,Rare/Accidental,NA,AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48; XX,yes,NA,NA,NA,NA,NA,no,European Robin,Erithacus rubecula,NA,Muscicapidae (Old World Flycatchers),Passeriformes,yes,Rare/Accidental,yes
Eudocimus ruber,Scarlet Ibis,Eudocimus ruber,Scarlet Ibis,PELECANIFORMES,Threskiornithidae,NA,NA,Rare/Accidental,NA,CAM; CAR; hol; MID; NAM; nan; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Scarlet Ibis,Eudocimus ruber,"coastal Colombia to Trinidad, the Guianas, and northeastern Brazil",Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,yes,Rare/Accidental,yes
Euptilotis neoxenus,Eared Quetzal,Euptilotis neoxenus,Eared Quetzal,TROGONIFORMES,Trogonidae,NA,NA,Rare/Accidental,NA,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Eared Quetzal,Euptilotis neoxenus,montane forest of western Mexico; occasional southeastern Arizona,Trogonidae (Trogons),Trogoniformes,yes,Rare/Accidental,yes
Falco rufigularis,Bat Falcon,Falco rufigularis,Bat Falcon,FALCONIFORMES,Falconidae,NA,NA,Rare/Accidental,NA,CAM; CAR; hol; NAM; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Bat Falcon,Falco rufigularis,NA,Falconidae (Falcons and Caracaras),Falconiformes,yes,Rare/Accidental,yes
Falco subbuteo,Eurasian Hobby,Falco subbuteo,Eurasian Hobby,FALCONIFORMES,Falconidae,NA,NA,NA,Rare/Accidental,AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; SAM; USak; XX,yes,NA,NA,NA,NA,NA,no,Eurasian Hobby,Falco subbuteo,NA,Falconidae (Falcons and Caracaras),Falconiformes,yes,Rare/Accidental,yes
Falco vespertinus,Red-footed Falcon,Falco vespertinus,Red-footed Falcon,FALCONIFORMES,Falconidae,Rare/Accidental Vulnerable,NA,Rare/Accidental Vulnerable,NA,AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48,yes,NA,NA,NA,NA,NA,no,Red-footed Falcon,Falco vespertinus,central Eurasia; winters in sub-Saharan Africa,Falconidae (Falcons and Caracaras),Falconiformes,yes,Rare/Accidental Vulnerable,yes
