cavitynest_interactor,Region,recorder,InteractionPairs_entry,BOW_citation,Genus,Species,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,BBS_Seq,BBS_AOU2023,new_in_2023BBS_specieslist,SpeciesList,notes
,Mexico,GD,9/30/2024,"Ruth, J. M. (2020). Yellow-headed Parrot (Amazona oratrix), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.yehpar.01 ",Amazona,oratrix,Yellow-headed Parrot,,Amazona oratrix,Psittaciformes,Psittacidae,,,,AOU2023,
,Mexico,AF,10/01/2024,"del Hoyo, J., N. Collar, G. M. Kirwan, and C. J. Sharpe (2020). Yellow-naped Parrot (Amazona auropalliata), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yenpar1.01",Amazona,auropalliata,Yellow-naped Parrot,,Amazona auropalliata,Psittaciformes,Psittacidae,,,,AOU2023,
,Mexico,CR,10/1/2024-10/2/2024,"Kanaksi, A., C. Stuligross, J. I. Pareja, and W. Tori (2020). Long-tailed Manakin (Chiroxiphia linearis), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.lotman1.01",Chiroxiphia,linearis,Long-tailed Manakin,,Chiroxiphia linearis,Passeriformes,Pipridae,,,,AOU2023,
,Mexico,AF,10/01/2024,"Snow, D. (2020). White-collared Manakin (Manacus candei), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whcman1.01",Manacus,candei,White-collared Manakin,,Manacus candei,Passeriformes,Pipridae,,,,AOU2023,
,Mexico,AF,10/01/2024,"McDevitt, M. K., C. I. Rodríguez-Flores, C. A. Soberanes-González, and M. d. C. Arizmendi (2020). Red-capped Manakin (Ceratopipra mentalis), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.recman1.01",Ceratopipra,mentalis,Red-capped Manakin,,Ceratopipra mentalis,Passeriformes,Pipridae,,,,AOU2023,
,Mexico,MA,10/01/2024,"Rodríguez-Flores, C. I., C. A. Soberanes-González, M. d. C. Arizmendi, and T. S. Schulenberg (2020). Lovely Cotinga (Cotinga amabilis), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.lovcot1.01",Cotinga,amabilis,Lovely Cotinga,,Cotinga amabilis,Passeriformes,Cotingidae,,,,AOU2023,
,Mexico,AF,10/01/2024,"Haynes, J. E. (2020). Rufous Piha (Lipaugus unirufus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rufpih1.01",Lipaugus,unirufus,Rufous Piha,,Lipaugus unirufus,Passeriformes,Cotingidae,,,,AOU2023,
,Mexico,MA,10/01/2024,"Walther, B. (2020). Speckled Mourner (Laniocera rufescens), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.spemou1.01",Laniocera,rufescens,Speckled Mourner,,Laniocera rufescens,Passeriformes,Tityridae,,,,AOU2023,
,Mexico,AF,10/01/2024,"Mobley, J. A. and G. M. Kirwan (2020). Black-crowned Tityra (Tityra inquisitor), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.blctit1.01",Tityra,inquisitor,Black-crowned Tityra,,Tityra inquisitor,Passeriformes,Tityridae,,,,AOU2023,
,Mexico,MA,10/01/2024,"Mobley, J. A. (2020). Cinnamon Becard (Pachyramphus cinnamomeus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.cinbec1.01",Pachyramphus,cinnamomeus,Cinnamon Becard,,Pachyramphus cinnamomeus,Passeriformes,Tityridae,,,,AOU2023,
,Mexico,AF,10/01/2024,"Mobley, J. A. (2020). White-winged Becard (Pachyramphus polychopterus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whwbec1.01",Pachyramphus,polychopterus,White-winged Becard,,Pachyramphus polychopterus,Passeriformes,Tityridae,,,,AOU2023,
,Mexico,MA,10/01/2024,"Farnsworth, A. and D. J. Lebbin (2020). Ruddy-tailed Flycatcher (Terenotriccus erythrurus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.rutfly2.01",Terenotriccus,erythrurus,Ruddy-tailed Flycatcher,,Terenotriccus erythrurus,Passeriformes,Oxyruncidae,,,,AOU2023,
,Mexico,AF,10/01/2024,"Schafer, T. (2020). Sulphur-rumped Flycatcher (Myiobius sulphureipygius), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.surfly1.01",Myiobius,sulphureipygius,Sulphur-rumped Flycatcher,,Myiobius sulphureipygius,Passeriformes,Oxyruncidae,,,,AOU2023,
,Mexico,MA,10/01/2024,"Tello, J. (2020). Stub-tailed Spadebill (Platyrinchus cancrominus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.sttspa1.01",Platyrinchus,cancrominus,Stub-tailed Spadebill,,Platyrinchus cancrominus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AJ,10/02/24,"Standish, H., E. Mayne, F. Hall, and W. Tori (2020). Ochre-bellied Flycatcher (Mionectes oleagineus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.ocbfly1.01",Mionectes,oleagineus,Ochre-bellied Flycatcher,,Mionectes oleagineus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AJ,10/02/24,"Goforth, J. (2020). Sepia-capped Flycatcher (Leptopogon amaurocephalus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.secfly1.01",Leptopogon,amaurocephalus,Sepia-capped Flycatcher,,Leptopogon amaurocephalus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AJ,10/02/24,"Clock, B. M. (2020). Northern Bentbill (Oncostoma cinereigulare), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.norben1.01",Oncostoma,cinereigulare,Northern Bentbill,,Oncostoma cinereigulare,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AJ,10/02/24,"Walther, B. (2020). Slate-headed Tody-Flycatcher (Poecilotriccus sylvia), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.shtfly1.01",Poecilotriccus,sylvia,Slate-headed Tody-Flycatcher,,Poecilotriccus sylvia,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AJ,10/02/24,"Walther, B. (2020). Common Tody-Flycatcher (Todirostrum cinereum), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.cotfly1.01",Todirostrum,cinereum,Common Tody-Flycatcher,,Todirostrum cinereum,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AJ,10/02/24,"Bates, J. (2020). Eye-ringed Flatbill (Rhynchocyclus brevirostris), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.eyrfla1.01",Rhynchocyclus,brevirostris,Eye-ringed Flatbill,,Rhynchocyclus brevirostris,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AJ,10/02/24,"Caballero, I. (2020). Yellow-olive Flatbill (Tolmomyias sulphurescens), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.yeofly1.01",Tolmomyias,sulphurescens,Yellow-olive Flatbill,,Tolmomyias sulphurescens,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Fitzpatrick, J. W. (2020). Yellow-bellied Tyrannulet (Ornithion semiflavum), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yebtyr1.00",Ornithion,semiflavum,Yellow-bellied Tyrannulet,,Ornithion semiflavum,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Hosner, P. and G. M. Kirwan (2020). Yellow-bellied Elaenia (Elaenia flavogaster), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yebela1.01",Elaenia,flavogaster,Yellow-bellied Elaenia,,Elaenia flavogaster,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"van Dort, J. (2023). Mountain Elaenia (Elaenia frantzii), version 2.0. In Birds of the World (B. K. Keeney, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.mouela1.02",Elaenia,frantzii,Mountain Elaenia,,Elaenia frantzii,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,CR,10/2/2024,"Jones, A. W. (2020). Guatemalan Tyrannulet (Zimmerius vilissimus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.paltyr2.01",Zimmerius,vilissimus,Guatemalan Tyrannulet,,Zimmerius vilissimus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Walther, B. (2020). Bright-rumped Attila (Attila spadiceus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.brratt1.01",Attila,spadiceus,Bright-rumped Attila,,Attila spadiceus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Pease, B. S. and M. Webb (2020). Rufous Mourner (Rhytipterna holerythra), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rufmou1.01",Rhytipterna,holerythra,Rufous Mourner,,Rhytipterna holerythra,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,CR,10/2/2024,"Joseph, L. (2020). Yucatan Flycatcher (Myiarchus yucatanensis), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yucfly1.01",Myiarchus,yucatanensis,Yucatan Flycatcher,,Myiarchus yucatanensis,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,GD,10/2/2024,"Nelson, T. (2021). Flammulated Flycatcher (Ramphotrigon flammulatum), version 1.1. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.flafly1.01.1 ",Ramphotrigon,flammulatum,Flammulated Flycatcher,,Ramphotrigon flammulatum,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Mobley, J. A. (2020). Boat-billed Flycatcher (Megarynchus pitangua), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bobfly1.01",Megarynchus,pitangua,Boat-billed Flycatcher,,Megarynchus pitangua,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Kirwan, G. M., S. S. Shah, and K. Barbosa (2022). Streaked Flycatcher (Myiodynastes maculatus), version 2.0. In Birds of the World (T. S. Schulenberg and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.strfly1.02",Myiodynastes,maculatus,Streaked Flycatcher,,Myiodynastes maculatus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,CR,10/2/2024,"Taylor, D. (2020). Belted Flycatcher (Xenotriccus callizonus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.belfly1.01",Xenotriccus,callizonus,Belted Flycatcher,,Xenotriccus callizonus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Farnsworth, A. and D. J. Lebbin (2020). Pileated Flycatcher (Xenotriccus mexicanus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.pilfly1.01",Xenotriccus,mexicanus,Pileated Flycatcher,,Xenotriccus mexicanus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"van Dort, J. (2020). White-throated Flycatcher (Empidonax albigularis), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whtfly1.01",Empidonax,albigularis,White-throated Flycatcher,,Empidonax albigularis,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,CR,10/3/2024,"Juárez, R. (2024). Yellowish Flycatcher (Empidonax flavescens), version 2.0. In Birds of the World (N. C. García, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yelfly1.02",Empidonax,flavescens,Yellowish Flycatcher,,Empidonax flavescens,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Zimmer, K. and M.L. Isler (2020). Great Antshrike (Taraba major), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.greant1.01",Taraba,major,Great Antshrike,,Taraba major,Passeriformes,Thamnophilidae,,,,AOU2023,
,Mexico,GD,10/2/2024,"Koloff, J. and D. J. Mennill (2020). Barred Antshrike (Thamnophilus doliatus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.barant1.01 ",Thamnophilus,doliatus,Barred Antshrike,,Thamnophilus doliatus,Passeriformes,Thamnophilidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Zimmer, K. and M.L. Isler (2020). Plain Antvireo (Dysithamnus mentalis), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.plaant1.01",Dysithamnus,mentalis,Plain Antvireo,,Dysithamnus mentalis,Passeriformes,Thamnophilidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Zimmer, K. and M.L. Isler (2020). Slaty Antwren (Myrmotherula schisticolor), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.slaant1.01",Myrmotherula,schisticolor,Slaty Antwren,,Myrmotherula schisticolor,Passeriformes,Thamnophilidae,,,,AOU2023,
,Mexico,AF,10/02/2024,"Zimmer, K. and M.L. Isler (2020). Dot-winged Antwren (Microrhopias quixensis), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.dowant1.01",Microrhopias,quixensis,Dot-winged Antwren,,Microrhopias quixensis,Passeriformes,Thamnophilidae,,,,AOU2023,
,Mexico,MA,10/3/2024,"Zimmer, K., M.L. Isler, and D. A. Christie (2020). Dusky Antbird (Cercomacroides tyrannina), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.dusant1.01",Cercomacroides,tyrannina,Dusky Antbird,,Cercomacroides tyrannina,Passeriformes,Thamnophilidae,,,,AOU2023,
,Mexico,MA,10/3/2024,"van Dort, J., P. F. D. Boesman, and M. A. Patten (2023). Mayan Antthrush (Formicarius moniliger), version 2.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.bkfant2.02",Formicarius,moniliger,Mayan Antthrush,,Formicarius moniliger,Passeriformes,Formicariidae,,,,AOU2023,
,Mexico,MA,10/14/2024,,Formicarius,analis,Black Faced Antthrush,,,,,,,,,
,Mexico,MA,10/3/2024,"Ruth, J. M. and T. Schreck (2020). Scaly-throated Leaftosser (Sclerurus guatemalensis), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.sctlea1.01",Sclerurus,guatemalensis,Scaly-throated Leaftosser,,Sclerurus guatemalensis,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,MA,10/3/2024-10/4/2024,"Patten, M. A. (2020). Olivaceous Woodcreeper (Sittasomus griseicapillus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.oliwoo1.01",Sittasomus,griseicapillus,Olivaceous Woodcreeper,,Sittasomus griseicapillus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,MA,10/4/2024,"Marantz, C. A., A. Aleixo, L. R. Bevier, and M. A. Patten (2020). Ruddy Woodcreeper (Dendrocincla homochroa), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.rudwoo1.01",Dendrocincla,homochroa,Ruddy Woodcreeper,,Dendrocincla homochroa,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Marantz, C. A., A. Aleixo, L. R. Bevier, and M. A. Patten (2020). Tawny-winged Woodcreeper (Dendrocincla anabatina), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.tawwoo1.01",Dendrocincla,anabatina,Tawny-winged Woodcreeper,,Dendrocincla anabatina,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,CR,10/4/2024,"Marantz, C. A., A. Aleixo, L. R. Bevier, M. A. Patten, and D. A. Christie (2020). Wedge-billed Woodcreeper (Glyphorynchus spirurus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.webwoo1.01",Glyphorynchus,spirurus,Wedge-billed Woodcreeper,,Glyphorynchus spirurus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Marantz, C. A., J. del Hoyo, N. Collar, A. Aleixo, L. R. Bevier, G. M. Kirwan, and M. A. Patten (2020). Northern Barred-Woodcreeper (Dendrocolaptes sanctithomae), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.nobwoo1.01",Dendrocolaptes,sanctithomae,Northern Barred-Woodcreeper,,Dendrocolaptes sanctithomae,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,CR,10/4/2024,"Smith, T. (2020). Strong-billed Woodcreeper (Xiphocolaptes promeropirhynchus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.stbwoo1.01",Xiphocolaptes,promeropirhynchus,Strong-billed Woodcreeper,,Xiphocolaptes promeropirhynchus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Marantz, C. A., J. del Hoyo, N. Collar, A. Aleixo, L. R. Bevier, G. M. Kirwan, and M. A. Patten (2020). Spotted Woodcreeper (Xiphorhynchus erythropygius), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.spowoo1.01",Xiphorhynchus,erythropygius,Spotted Woodcreeper,,Xiphorhynchus erythropygius,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Marantz, C. A., A. Aleixo, L. R. Bevier, and M. A. Patten (2020). White-striped Woodcreeper (Lepidocolaptes leucogaster), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whswoo1.01",Lepidocolaptes,leucogaster,White-striped Woodcreeper,,Lepidocolaptes leucogaster,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Marantz, C. A., J. del Hoyo, N. Collar, A. Aleixo, L. R. Bevier, G. M. Kirwan, and M. A. Patten (2023). Spot-crowned Woodcreeper (Lepidocolaptes affinis), version 1.1. In Birds of the World (B. K. Keeney, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.spcwoo1.01.1",Lepidocolaptes,affinis,Spot-crowned Woodcreeper,,Lepidocolaptes affinis,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,CR,10/4/2024,"Decker, S. (2020). Plain Xenops (Xenops minutus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.plaxen1.01",Xenops,minutus,Plain Xenops,,Xenops minutus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Remsen, Jr., J. V. (2020). Scaly-throated Foliage-gleaner (Anabacerthia variegaticeps), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.stfgle1.01",Anabacerthia,variegaticeps,Scaly-throated Foliage-gleaner,,Anabacerthia variegaticeps,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Gulson, E. R. (2020). Rufous-breasted Spinetail (Synallaxis erythrothorax), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rubspi2.01",Synallaxis,erythrothorax,Rufous-breasted Spinetail,,Synallaxis erythrothorax,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,CR,10/4/2024-,,Cyclarhis,gujanensis,Rufous-browed Peppershrike,,Cyclarhis gujanensis,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Brewer, D. (2020). Chestnut-sided Shrike-Vireo (Vireolanius melitophrys), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.cssvir1.01",Vireolanius,melitophrys,Chestnut-sided Shrike-Vireo,,Vireolanius melitophrys,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,AF,10/04/2024,"Garcia, K. (2020). Green Shrike-Vireo (Vireolanius pulchellus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grsvir1.01",Vireolanius,pulchellus,Green Shrike-Vireo,,Vireolanius pulchellus,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,AJ,10/07/2024,"Brewer, D., J. del Hoyo, G. M. Kirwan, and N. Collar (2020). Tawny-crowned Greenlet (Tunchiornis ochraceiceps), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.tacgre1.01",Tunchiornis,ochraceiceps,Tawny-crowned Greenlet,,Tunchiornis ochraceiceps,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,AJ,10/07/2024,,Pachysylvia,decurtata,Lesser Greenlet,,Pachysylvia decurtata,Passeriformes,Vireonidae,,,,AOU2023,
