"","sort.v2024","species_code","Clements.v2024b.change","text.for.website.v2024b","category","English.name","scientific.name","range","order","family","extinct","extinct.year","sort_v2023","canada_ak_conus"
"419",6112,"surfbi",NA,NA,"species","Surfbird","Calidris virgata","breeds Alaska and Yukon; winters to Straits of Magellan","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6138,TRUE
"420",6115,"ruff",NA,NA,"species","Ruff","Calidris pugnax","breeds northern Palearctic; winters to southern Africa, southern Asia, and Australia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6141,TRUE
"421",6119,"shtsan",NA,NA,"species","Sharp-tailed Sandpiper","Calidris acuminata","breeds northeastern Siberia; winters in Australasia and Polynesia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6145,TRUE
"422",6120,"cursan",NA,NA,"species","Curlew Sandpiper","Calidris ferruginea","Arctic Siberia; winters to southern Africa, southeastern Asia, and Australasia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6146,FALSE
"423",6121,"stisan",NA,NA,"species","Stilt Sandpiper","Calidris himantopus","breeds northern North America; winters southwestern USA to southern South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6147,TRUE
"424",6124,"rensti",NA,NA,"species","Red-necked Stint","Calidris ruficollis","breeds Siberia and Alaska; disperses to southern Asia and Australasia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6150,TRUE
"425",6126,"bubsan","range","range changed from ""breeds Arctic North America; winters in southern South America"" to ""breeds high Arctic dry coastal tundra of far northeastern Palearctic and northern Nearctic, from northern Chukotka eastward from Wrangel Island (off northeastern Siberia), Alaskan North Slope from Pt. Barrow eastward through northeastern Canada, including Arctic islands from Banks to Devon islands (northeastern Canada); migrates to coastal and inland grassland of subtropical southern Neotropics, mainly in southeastern Brazil and Uruguay to central Argentina; prone to extreme vagrancy worldwide""","species","Buff-breasted Sandpiper","Calidris subruficollis","breeds high Arctic dry coastal tundra of far northeastern Palearctic and northern Nearctic, from northern Chukotka eastward from Wrangel Island (off northeastern Siberia), Alaskan North Slope from Pt. Barrow eastward through northeastern Canada, including Arctic islands from Banks to Devon islands (northeastern Canada); migrates to coastal and inland grassland of subtropical southern Neotropics, mainly in southeastern Brazil and Uruguay to central Argentina; prone to extreme vagrancy worldwide","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6152,TRUE
"426",6127,"sander",NA,NA,"species","Sanderling","Calidris alba",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6153,TRUE
"427",6130,"dunlin",NA,NA,"species","Dunlin","Calidris alpina",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6156,TRUE
"428",6133,"dunlin8",NA,NA,"subspecies",NA,"Calidris alpina pacifica","southwestern Alaska; winters in western USA and western Mexico","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6159,FALSE
"429",6145,"pursan",NA,NA,"species","Purple Sandpiper","Calidris maritima","Holarctic tundra; winters coastal eastern USA and northwestern Europe","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6171,TRUE
"430",6147,"rocsan",NA,NA,"species","Rock Sandpiper","Calidris ptilocnemis",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6173,TRUE
"431",6154,"baisan",NA,NA,"species","Baird's Sandpiper","Calidris bairdii","Siberia, northern Alaska to Greenland; winters in Andes to southern South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6180,TRUE
"432",6158,"whrsan",NA,NA,"species","White-rumped Sandpiper","Calidris fuscicollis","breeds Arctic North America; winters to Tierra del Fuego","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6183,TRUE
"433",6162,"leasan",NA,NA,"species","Least Sandpiper","Calidris minutilla","breeds northern North America; winters to southern South America and Hawaiian Islands","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6187,TRUE
"434",6163,"pecsan",NA,NA,"species","Pectoral Sandpiper","Calidris melanotos","breeds Arctic North America and Siberia; winters to southern South America, Australia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6188,TRUE
"435",6167,"wessan",NA,NA,"species","Western Sandpiper","Calidris mauri","breeds Siberia and Alaska; winters to northern South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6192,TRUE
"436",6168,"semsan",NA,NA,"species","Semipalmated Sandpiper","Calidris pusilla","breeds Arctic North America; winters to southern South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6193,TRUE
"437",6172,"calidr1",NA,NA,"spuh","Calidris sp.","Calidris sp.",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6197,TRUE
"438",6173,"scolop1",NA,NA,"spuh","Scolopacidae sp.","Scolopacidae sp.",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6198,FALSE
"439",6175,"turnic1",NA,NA,"family","Buttonquail","Turnicidae",NA,"Charadriiformes","Turnicidae (Buttonquail)",NA,NA,6200,FALSE
"440",6291,"shoreb1","name change - sciname","Charadriiformes sp. > Charadriiformes sp. (shorebird sp.)","spuh","shorebird sp.","Charadriiformes sp. (shorebird sp.)",NA,"Charadriiformes",NA,NA,NA,6316,FALSE
"441",6293,"lotjae",NA,NA,"species","Long-tailed Jaeger","Stercorarius longicaudus",NA,"Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6318,TRUE
"442",6296,"parjae",NA,NA,"species","Parasitic Jaeger","Stercorarius parasiticus","breeds Holarctic low Arctic tundra, locally high Arctic and subarctic, from western and southern Greenland, Iceland, northern Scotland, and Scandinavian coasts including Baltic Sea, Svalbard (north of Norway), northern Russia to northeastern Siberia and Kamchatka, Aleutian and Bering Sea islands, western and southwestern Alaska, Arctic Canada (except northern high Arctic islands) to Baffin Island and east-central Canada; winters to high-productivity subtropical to tropical coastal waters of southern continents, in coastal waters of Africa, Persian Gulf, eastern coast of Arabian Sea (western India and Sri Lanka), northern Indian Ocean, Australia, and New Zealand, Peru, Chile, and east-central Argentina","Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6321,TRUE
"443",6298,"pomjae",NA,NA,"species","Pomarine Jaeger","Stercorarius pomarinus","breeds Holarctic high Arctic tundra, erratically off southwestern Greenland, Svalbard (nesting unconfirmed; north of Norway), northwestern to northeastern Arctic Russia (including many high Arctic islands), high Arctic of northern Alaska and southwestern Alaska mainland, and Arctic Canada to Baffin Island (northeastern Canada); winters to temperate to tropical coasts and offshore waters worldwide","Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6323,TRUE
"444",6301,"gresku1",NA,NA,"species","Great Skua","Stercorarius skua","breeds Iceland, Faroe Islands, Ireland, Scotland, Norway, Svalbard (north of Norway), and northwestern Russia to Novaya Zemlya; winters North Atlantic Ocean offshore waters to central Gulf Stream of New England to North Carolina, northeastern Brazil, North Sea to Iberian Peninsula, Macaronesia, western Africa, and western Mediterranean","Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6326,FALSE
"445",6303,"brnsku3",NA,NA,"species","Brown Skua","Stercorarius antarcticus",NA,"Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6328,FALSE
"446",6307,"sopsku1",NA,NA,"species","South Polar Skua","Stercorarius maccormicki","breeds coastal Antarctica, especially Ross Sea; also South Shetland and South Orkney islands (off Antarctic Peninsula); winters to northern offshore waters and North Indian Ocean: mostly clockwise to Japanese and Korean waters (western North Pacific) and Gulf Stream of eastern USA (western North Atlantic), then southwestern Canada to northern Baja California and northwestern Africa","Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6332,FALSE
"447",6308,"jaeger",NA,NA,"spuh","jaeger sp.","Stercorarius sp. (jaeger sp.)",NA,"Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6333,FALSE
"448",6309,"skua",NA,NA,"spuh","skua sp.","Stercorarius sp. (skua sp.)",NA,"Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6334,FALSE
"449",6310,"y00615",NA,NA,"spuh","jaeger/skua sp.","Stercorarius sp.",NA,"Charadriiformes","Stercorariidae (Skuas and Jaegers)",NA,NA,6335,FALSE
"450",6312,"rhiauk",NA,NA,"species","Rhinoceros Auklet","Cerorhinca monocerata","eastern Asia and western North America; winters to Baja California","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6337,TRUE
"451",6313,"tufpuf",NA,NA,"species","Tufted Puffin","Fratercula cirrhata","coasts and islands of northeastern Asia to Aleutians and southern California","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6338,TRUE
"452",6314,"atlpuf",NA,NA,"species","Atlantic Puffin","Fratercula arctica",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6339,TRUE
"453",6318,"horpuf",NA,NA,"species","Horned Puffin","Fratercula corniculata","eastern Siberia and northwestern North America; winters to Japan and southern California","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6343,TRUE
"454",6319,"puffin1",NA,NA,"spuh","puffin sp.","Fratercula sp.",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6344,FALSE
"455",6320,"casauk",NA,NA,"species","Cassin's Auklet","Ptychoramphus aleuticus",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6345,TRUE
"456",6323,"leaauk",NA,NA,"species","Least Auklet","Aethia pusilla","breeds eastern Siberia and western Alaska; winters southward to northern Japan","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6348,TRUE
"457",6324,"whiauk",NA,NA,"species","Whiskered Auklet","Aethia pygmaea","breeds eastern Siberia and Aleutian Islands; winters southward to Japan","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6349,TRUE
"458",6325,"creauk",NA,NA,"species","Crested Auklet","Aethia cristatella","breeds western Alaska and eastern Siberia; winters southward to Japan","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6350,TRUE
"459",6326,"parauk",NA,NA,"species","Parakeet Auklet","Aethia psittacula","North Pacific and Bering Sea; winters to Japan and southern California","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6351,TRUE
"460",6327,"auklet",NA,NA,"spuh","auklet sp.","Ptychoramphus/Aethia sp.",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6352,FALSE
"461",6328,"lobmur",NA,NA,"species","Long-billed Murrelet","Brachyramphus perdix","Kamchatka Peninsula and Sea of Okhotsk to Hokkaido","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6353,FALSE
"462",6329,"kitmur",NA,NA,"species","Kittlitz's Murrelet","Brachyramphus brevirostris","Bering Sea to Gulf of Alaska; winters to Glacier Bay","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6354,TRUE
"463",6330,"marmur",NA,NA,"species","Marbled Murrelet","Brachyramphus marmoratus","western Aleutian Islands and Alaska to central California","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6355,TRUE
"464",6331,"blkgui",NA,NA,"species","Black Guillemot","Cepphus grylle",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6356,TRUE
"465",6338,"spegui1",NA,NA,"species","Spectacled Guillemot","Cepphus carbo","Kamchatka and Sea of Okhotsk to Korea, Kuril Islands, and northern Japan","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6363,FALSE
"466",6339,"piggui",NA,NA,"species","Pigeon Guillemot","Cepphus columba",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6364,TRUE
"467",6347,"razorb",NA,NA,"species","Razorbill","Alca torda",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6372,TRUE
"468",6351,"doveki",NA,NA,"species","Dovekie","Alle alle",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6376,TRUE
"469",6354,"thbmur",NA,NA,"species","Thick-billed Murre","Uria lomvia",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6379,TRUE
"470",6359,"commur",NA,NA,"species","Common Murre","Uria aalge",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6384,TRUE
"471",6366,"murre",NA,NA,"slash","Thick-billed/Common Murre","Uria lomvia/aalge",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6391,TRUE
"472",6368,"ancmur",NA,NA,"species","Ancient Murrelet","Synthliboramphus antiquus",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6393,TRUE
"473",6372,"xanmur2",NA,NA,"species","Scripps's Murrelet","Synthliboramphus scrippsi","Channel Islands and islands off western coast of Baja California","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6397,TRUE
"474",6373,"xanmur1",NA,NA,"species","Guadalupe Murrelet","Synthliboramphus hypoleucus","San Benito Island and Guadalupe Island (off Baja California)","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6398,TRUE
"475",6375,"cramur",NA,NA,"species","Craveri's Murrelet","Synthliboramphus craveri","islands in Gulf of California; disperses north to southern California","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6400,TRUE
"476",6378,"murrel",NA,NA,"spuh","murrelet sp.","Brachyramphus/Synthliboramphus sp.",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6403,FALSE
"477",6379,"alcid",NA,NA,"spuh","alcid sp.","Alcidae sp.",NA,"Charadriiformes","Alcidae (Auks, Murres, and Puffins)",NA,NA,6404,FALSE
"478",6381,"swtgul1",NA,NA,"species","Swallow-tailed Gull","Creagrus furcatus","Galapagos; winters coastal Colombia to Chile","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6406,FALSE
"479",6382,"litgul",NA,NA,"species","Little Gull","Hydrocoloeus minutus","northern Eurasia and northeastern North America","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6407,TRUE
"480",6383,"rosgul",NA,NA,"species","Ross's Gull","Rhodostethia rosea","locally in Siberia and Arctic North America","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6408,TRUE
"481",6384,"bklkit",NA,NA,"species","Black-legged Kittiwake","Rissa tridactyla",NA,"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6409,TRUE
"482",6387,"relkit",NA,NA,"species","Red-legged Kittiwake","Rissa brevirostris","Komandorskiye, Aleutian, and Pribilof islands; winters North Pacific","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6412,TRUE
"483",6388,"y00697",NA,NA,"slash","Black-legged/Red-legged Kittiwake","Rissa tridactyla/brevirostris",NA,"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6413,FALSE
"484",6389,"ivogul",NA,NA,"species","Ivory Gull","Pagophila eburnea","Arctic circumpolar (mainly associated with ice pack)","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6414,TRUE
"485",6390,"sabgul",NA,NA,"species","Sabine's Gull","Xema sabini",NA,"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6415,TRUE
"486",6396,"slbgul1",NA,NA,"species","Slender-billed Gull","Chroicocephalus genei","Mediterranean basin to northwestern India; winters to northeastern Africa","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6421,FALSE
"487",6397,"bongul",NA,NA,"species","Bonaparte's Gull","Chroicocephalus philadelphia","northern North America; winters to Mexico and Greater Antilles","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6422,TRUE
"488",6398,"silgul2",NA,NA,"species","Silver Gull","Chroicocephalus novaehollandiae",NA,"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6423,FALSE
"489",6405,"andgul1",NA,NA,"species","Andean Gull","Chroicocephalus serranus","Andean lakes of Ecuador to northern Argentina and central Chile","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6430,FALSE
"490",6406,"brhgul2",NA,NA,"species","Brown-hooded Gull","Chroicocephalus maculipennis",NA,"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6431,FALSE
"491",6409,"bkhgul",NA,NA,"species","Black-headed Gull","Chroicocephalus ridibundus","northern Palearctic; winters to Africa, southern Asia, and eastern North America","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6434,TRUE
"492",6415,"grhgul",NA,NA,"species","Gray-hooded Gull","Chroicocephalus cirrocephalus",NA,"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6440,FALSE
"493",6422,"grygul",NA,NA,"species","Gray Gull","Leucophaeus modestus","inland nitrate desert of Peru and Chile; ranges to Ecuador","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6446,FALSE
"494",6423,"dolgul2",NA,NA,"species","Dolphin Gull","Leucophaeus scoresbii","coasts of southern Chile, Argentina, and Falkland Islands","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6447,FALSE
"495",6424,"laugul",NA,NA,"species","Laughing Gull","Leucophaeus atricilla",NA,"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6448,TRUE
"496",6428,"fragul",NA,NA,"species","Franklin's Gull","Leucophaeus pipixcan","west-central North America; winters Pacific coast of South America","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6452,TRUE
"497",6435,"medgul1",NA,NA,"species","Mediterranean Gull","Ichthyaetus melanocephalus","North Sea to Mediterranean and Black Sea; winters to northern Africa","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6459,FALSE
"498",6440,"pacgul1",NA,NA,"species","Pacific Gull","Larus pacificus",NA,"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6464,FALSE
"499",6443,"belgul",NA,NA,"species","Belcher's Gull","Larus belcheri","Humboldt Current of Peru and Chile; disperses to Ecuador","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,6467,FALSE
