scientific_name.raw,common_name.raw,scientific_name.edit,common_name.edit,edit_notes
Nannopterum brasilianum,Neotropic Cormorant,Nannopterum brasilianum,Neotropic Cormorant,L0 species as entered on checklist (Clements 2024)
Cacomantis castaneiventris,Chestnut-Breasted Cuckoo,Cacomantis castaneiventris,Chestnut-breasted Cuckoo,L0 species as entered on checklist (Clements 2024)
Cacomantis variolosus,Brush Cuckoo,Cacomantis variolosus,Sahul Brush Cuckoo,L0 species as entered on checklist (Clements 2024)
Cacomantis flabelliformis,Fan-Tailed Cuckoo,Cacomantis flabelliformis,Fan-tailed Cuckoo,L0 species as entered on checklist (Clements 2024)
Cacomantis merulinus,Plaintive Cuckoo,Cacomantis merulinus,Plaintive Cuckoo,L0 species as entered on checklist (Clements 2024)
Cacomantis pallidus,Pallid Cuckoo,Heteroscenes pallidus,Pallid Cuckoo,high confidence common name fuzzy match (Clements 2024)  1
Cacomantis passerinus,Gray-Bellied Cuckoo,Cacomantis passerinus,Gray-bellied Cuckoo,L0 species as entered on checklist (Clements 2024)
Cacomantis sonneratii,Banded Bay Cuckoo,Cacomantis sonneratii,Banded Bay Cuckoo,L0 species as entered on checklist (Clements 2024)
Surniculus lugubris,Square-Tailed Drongo Cuckoo,Surniculus lugubris,Square-tailed Drongo-Cuckoo,L0 species as entered on checklist (Clements 2024)
Cacomantis variolosus variolosus,Brush Cuckoo,Cacomantis variolosus variolosus,,L0 species as entered on checklist (Clements 2024)
Cacomantis variolosus sepulcralis,Brush Cuckoo,Cacomantis variolosus sepulcralis,Brush Cuckoo,Update to checklist Sahul Brush Cuckoo=Cacomantis variolosus. Species-level assignment becayse subspecies exist but not this named subspecies. edited to match checklist (Clements 2024)
Cairina moschata,Muscovy Duck,Cairina moschata,Muscovy Duck,L0 species as entered on checklist (Clements 2024)
Calamospiza melanocorys,Lark Bunting,Calamospiza melanocorys,Lark Bunting,L0 species as entered on checklist (Clements 2024)
Callipepla squamata,Scaled Quail,Callipepla squamata,Scaled Quail,L0 species as entered on checklist (Clements 2024)
Callipepla gambelii,Gambel's Quail,Callipepla gambelii,Gambel's Quail,L0 species as entered on checklist (Clements 2024)
Zenaida macroura,Mourning Dove,Zenaida macroura,Mourning Dove,L0 species as entered on checklist (Clements 2024)
Rhynchophanes mccownii,Thick-Billed Longspur,Rhynchophanes mccownii,Thick-billed Longspur,L0 species as entered on checklist (Clements 2024)
Calcarius lapponicus,Lapland Longspur,Calcarius lapponicus,Lapland Longspur,L0 species as entered on checklist (Clements 2024)
Calcarius lapponicus coloratus,Lapland Longspur (Coloratus),Calcarius lapponicus coloratus,,L0 species as entered on checklist (Clements 2024)
Plectrophenax nivalis,Snow Bunting,Plectrophenax nivalis,Snow Bunting,L0 species as entered on checklist (Clements 2024)
Passerculus sandwichensis,Savannah Sparrow,Passerculus sandwichensis,Savannah Sparrow,L0 species as entered on checklist (Clements 2024)
Calcarius pictus,Smith's Longspur,Calcarius pictus,Smith's Longspur,L0 species as entered on checklist (Clements 2024)
Calidris acuminata,Sharp-Tailed Sandpiper,Calidris acuminata,Sharp-tailed Sandpiper,L0 species as entered on checklist (Clements 2024)
Calidris alpina pacifica,Dunlin (Pacifica),Calidris alpina pacifica,,L0 species as entered on checklist (Clements 2024)
Calidris mauri,Western Sandpiper,Calidris mauri,Western Sandpiper,L0 species as entered on checklist (Clements 2024)
Calidris bairdii,Baird's Sandpiper,Calidris bairdii,Baird's Sandpiper,L0 species as entered on checklist (Clements 2024)
Calidris fuscicollis,White-Rumped Sandpiper,Calidris fuscicollis,White-rumped Sandpiper,L0 species as entered on checklist (Clements 2024)
Calidris himantopus,Stilt Sandpiper,Calidris himantopus,Stilt Sandpiper,L0 species as entered on checklist (Clements 2024)
Calidris himantopus,Whimbrel,Calidris himantopus,Stilt Sandpiper,L0 species as entered on checklist (Clements 2024)
Limosa haemastica,Hudsonian Godwit,Limosa haemastica,Hudsonian Godwit,L0 species as entered on checklist (Clements 2024)
Calidris minutilla,Least Sandpiper,Calidris minutilla,Least Sandpiper,L0 species as entered on checklist (Clements 2024)
Pluvialis dominica,American Golden-Plover,Pluvialis dominica,American Golden-Plover,L0 species as entered on checklist (Clements 2024)
Tringa flavipes,Lesser Yellowlegs,Tringa flavipes,Lesser Yellowlegs,L0 species as entered on checklist (Clements 2024)
Limnodromus griseus,Short-Billed Dowitcher,Limnodromus griseus,Short-billed Dowitcher,L0 species as entered on checklist (Clements 2024)
Calidris maritima,Purple Sandpiper,Calidris maritima,Purple Sandpiper,L0 species as entered on checklist (Clements 2024)
Charadrius hiaticula,Common Ringed Plover,Charadrius hiaticula,Common Ringed Plover,L0 species as entered on checklist (Clements 2024)
Tringa totanus,Common Redshank,Tringa totanus,Common Redshank,L0 species as entered on checklist (Clements 2024)
Calidris melanotos,Pectoral Sandpiper,Calidris melanotos,Pectoral Sandpiper,L0 species as entered on checklist (Clements 2024)
Calidris ptilocnemis,Rock Sandpiper,Calidris ptilocnemis,Rock Sandpiper,L0 species as entered on checklist (Clements 2024)
Calidris virgata,Surfbird,Calidris virgata,Surfbird,L0 species as entered on checklist (Clements 2024)
Anser canagica,Emperor Goose,Anser canagicus,Emperor Goose,high confidence common name fuzzy match (Clements 2024)  1
Spatula clypeata,Northern Shoveler,Spatula clypeata,Northern Shoveler,L0 species as entered on checklist (Clements 2024)
Pluvialis squatarola,Black-Bellied Plover,Pluvialis squatarola,Black-bellied Plover,L0 species as entered on checklist (Clements 2024)
Pluvialis fulva,Pacific Golden-Plover,Pluvialis fulva,Pacific Golden-Plover,L0 species as entered on checklist (Clements 2024)
Haematopus bachmani,Black Oystercatcher,Haematopus bachmani,Black Oystercatcher,L0 species as entered on checklist (Clements 2024)
Tringa melanoleuca,Greater Yellowlegs,Tringa melanoleuca,Greater Yellowlegs,L0 species as entered on checklist (Clements 2024)
Tringa incana,Wandering Tattler,Tringa incana,Wandering Tattler,L0 species as entered on checklist (Clements 2024)
Numenius phaeopus,Whimbrel,Numenius phaeopus,Whimbrel,L0 species as entered on checklist (Clements 2024)
Limosa fedoa,Marbled Godwit,Limosa fedoa,Marbled Godwit,L0 species as entered on checklist (Clements 2024)
Limosa lapponica,Bar-Tailed Godwit,Limosa lapponica,Bar-tailed Godwit,L0 species as entered on checklist (Clements 2024)
Chroicocephalus philadelphia,Bonaparte's Gull,Chroicocephalus philadelphia,Bonaparte's Gull,L0 species as entered on checklist (Clements 2024)
Limnodromus scolopaceus,Long-Billed Dowitcher,Limnodromus scolopaceus,Long-billed Dowitcher,L0 species as entered on checklist (Clements 2024)
Calidris pugnax,Ruff,Calidris pugnax,Ruff,L0 species as entered on checklist (Clements 2024)
Gallinago gallinago,Common Snipe,Gallinago gallinago,Common Snipe,L0 species as entered on checklist (Clements 2024)
Calidris ruficollis,Red-Necked Stint,Calidris ruficollis,Red-necked Stint,L0 species as entered on checklist (Clements 2024)
Calidris subruficollis,Buff-Breasted Sandpiper,Calidris subruficollis,Buff-breasted Sandpiper,L0 species as entered on checklist (Clements 2024)
Callipepla californica,California Quail,Callipepla californica,California Quail,L0 species as entered on checklist (Clements 2024)
Calonectris diomedea diomedea,Scopoli's Shearwater,Calonectris diomedea,Scopoli's Shearwater,high confidence common name fuzzy match (Clements 2024)  1
Calonectris diomedea borealis,Cory's Shearwater,Calonectris borealis,Cory's Shearwater,high confidence common name fuzzy match (Clements 2024)  1
Calonectris diomedea,Cory's Shearwater,Calonectris diomedea,Scopoli's Shearwater,L0 species as entered on checklist (Clements 2024)
Puffinus puffinus,Manx Shearwater,Puffinus puffinus,Manx Shearwater,L0 species as entered on checklist (Clements 2024)
Calothorax lucifer,Lucifer Hummingbird,Calothorax lucifer,Lucifer Hummingbird,L0 species as entered on checklist (Clements 2024)
Calypte anna,Anna's Hummingbird,Calypte anna,Anna's Hummingbird,L0 species as entered on checklist (Clements 2024)
Campephilus principalis,Ivory-Billed Woodpecker,Campephilus principalis,Ivory-billed Woodpecker,L0 species as entered on checklist (Clements 2024)
Campephilus principalis bairdii,Ivory-Billed Woodpecker,Campephilus principalis bairdii,Ivory-billed Woodpecker (Cuban),L0 species as entered on checklist (Clements 2024)
Camptorhynchus labradorius,Labrador Duck,Camptorhynchus labradorius,Labrador Duck,L0 species as entered on checklist (Clements 2024)
Camptostoma imberbe,Northern Beardless-Tyrannulet,Camptostoma imberbe,Northern Beardless-Tyrannulet,L0 species as entered on checklist (Clements 2024)
Campylorhynchus brunneicapillus,Cactus Wren,Campylorhynchus brunneicapillus,Cactus Wren,L0 species as entered on checklist (Clements 2024)
Falcipennis canadensis,Spruce Grouse,Canachites canadensis,Spruce Grouse,high confidence common name fuzzy match (Clements 2024)  1
Caracara cheriway,Crested Caracara,Caracara plancus,Crested Caracara,high confidence common name fuzzy match (Clements 2024)  1
Cardellina canadensis,Canada Warbler,Cardellina canadensis,Canada Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga ruticilla,American Redstart,Setophaga ruticilla,American Redstart,L0 species as entered on checklist (Clements 2024)
Setophaga magnolia,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga virens,Black-Throated Green Warbler,Setophaga virens,Black-throated Green Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga fusca,Blackburnian Warbler,Setophaga fusca,Blackburnian Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga castanea,Bay-Breasted Warbler,Setophaga castanea,Bay-breasted Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga pensylvanica,Chestnut-Sided Warbler,Setophaga pensylvanica,Chestnut-sided Warbler,L0 species as entered on checklist (Clements 2024)
Microrhopias quixensis,Dot-Winged Antwren,Microrhopias quixensis,Dot-winged Antwren,L0 species as entered on checklist (Clements 2024)
Cardellina pusilla,Wilson's Warbler,Cardellina pusilla,Wilson's Warbler,L0 species as entered on checklist (Clements 2024)
Cardellina pusilla pusilla,Wilson's Warbler,Cardellina pusilla pusilla,Wilson's Warbler (pusilla),L0 species as entered on checklist (Clements 2024)
Cardellina rubrifrons,Red-Faced Warbler,Cardellina rubrifrons,Red-faced Warbler,L0 species as entered on checklist (Clements 2024)
Cardinalis cardinalis,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,L0 species as entered on checklist (Clements 2024)
Cardinalis sinuatus,Pyrrhuloxia,Cardinalis sinuatus,Pyrrhuloxia,L0 species as entered on checklist (Clements 2024)
Melozone fusca,Canyon Towhee,Melozone fusca,Canyon Towhee,L0 species as entered on checklist (Clements 2024)
Melozone aberti,Abert's Towhee,Melozone aberti,Abert's Towhee,L0 species as entered on checklist (Clements 2024)
Pipilo chlorurus,Green-Tailed Towhee,Pipilo chlorurus,Green-tailed Towhee,L0 species as entered on checklist (Clements 2024)
Carduelis carduelis,European Goldfinch,Carduelis carduelis,European Goldfinch,L0 species as entered on checklist (Clements 2024)
Chloris chloris,European Greenfinch,Chloris chloris,European Greenfinch,L0 species as entered on checklist (Clements 2024)
Spinus spinus,Eurasian Siskin,Spinus spinus,Eurasian Siskin,L0 species as entered on checklist (Clements 2024)
Carduelis carduelis brevirostris,European Goldfinch,Carduelis carduelis brevirostris,,L0 species as entered on checklist (Clements 2024)
Carduelis carduelis frigoris,European Goldfinch,Carduelis carduelis frigoris,,L0 species as entered on checklist (Clements 2024)
Cathartes aura,Turkey Vulture,Cathartes aura,Turkey Vulture,L0 species as entered on checklist (Clements 2024)
Cathartes aura meridionalis,Turkey Vulture,Cathartes aura meridionalis,,L0 species as entered on checklist (Clements 2024)
Catharus bicknelli,Bicknell's Thrush,Catharus bicknelli,Bicknell's Thrush,L0 species as entered on checklist (Clements 2024)
Catharus fuscescens,Veery,Catharus fuscescens,Veery,L0 species as entered on checklist (Clements 2024)
Catharus guttatus,Hermit Thrush,Catharus guttatus,Hermit Thrush,L0 species as entered on checklist (Clements 2024)
Catharus minimus,Gray-Cheeked Thrush,Catharus minimus,Gray-cheeked Thrush,L0 species as entered on checklist (Clements 2024)
Catharus ustulatus,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,L0 species as entered on checklist (Clements 2024)
Catherpes mexicanus,Canyon Wren,Catherpes mexicanus,Canyon Wren,L0 species as entered on checklist (Clements 2024)
Centrocercus minimus,Gunnison Sage-Grouse,Centrocercus minimus,Gunnison Sage-Grouse,L0 species as entered on checklist (Clements 2024)
Centrocercus urophasianus,Greater Sage-Grouse,Centrocercus urophasianus,Greater Sage-Grouse,L0 species as entered on checklist (Clements 2024)
Geothlypis trichas,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,L0 species as entered on checklist (Clements 2024)
Melospiza melodia,Song Sparrow,Melospiza melodia,Song Sparrow,L0 species as entered on checklist (Clements 2024)
Spiza americana,Dickcissel,Spiza americana,Dickcissel,L0 species as entered on checklist (Clements 2024)
Cepphus columba,Pigeon Guillemot,Cepphus columba,Pigeon Guillemot,L0 species as entered on checklist (Clements 2024)
Cepphus grylle,Black Guillemot,Cepphus grylle,Black Guillemot,L0 species as entered on checklist (Clements 2024)
Cercococcyx mechowi,Dusky Long-Tailed Cuckoo,Cercococcyx mechowi,Dusky Long-tailed Cuckoo,L0 species as entered on checklist (Clements 2024)
Cercococcyx montanus,Barred Long-Tailed Cuckoo,Cercococcyx montanus,Barred Long-tailed Cuckoo,L0 species as entered on checklist (Clements 2024)
Cercococcyx olivinus,Olive Long-Tailed Cuckoo,Cercococcyx olivinus,Olive Long-tailed Cuckoo,L0 species as entered on checklist (Clements 2024)
Cerorhinca monocerata,Rhinoceros Auklet,Cerorhinca monocerata,Rhinoceros Auklet,L0 species as entered on checklist (Clements 2024)
Certhia americana,Brown Creeper,Certhia americana,Brown Creeper,L0 species as entered on checklist (Clements 2024)
Chaetura pelagica,Chimney Swift,Chaetura pelagica,Chimney Swift,L0 species as entered on checklist (Clements 2024)
Chaetura vauxi,Vaux's Swift,Chaetura vauxi,Vaux's Swift,L0 species as entered on checklist (Clements 2024)
Chamaea fasciata,Wrentit,Chamaea fasciata,Wrentit,L0 species as entered on checklist (Clements 2024)
Charadrius melodus,Piping Plover,Charadrius melodus,Piping Plover,L0 species as entered on checklist (Clements 2024)
Charadrius semipalmatus,Semipalmated Plover,Charadrius semipalmatus,Semipalmated Plover,L0 species as entered on checklist (Clements 2024)
Charadrius wilsonia,Wilson's Plover,Anarhynchus wilsonia,Wilson's Plover,high confidence common name fuzzy match (Clements 2024)  1
Charadrius wilsonia wilsonia,Wilson's Plover,Anarhynchus wilsonia,Wilson's Plover,high confidence common name fuzzy match (Clements 2024)  1
Chlidonias niger,Black Tern,Chlidonias niger,Black Tern,L0 species as entered on checklist (Clements 2024)
Chloroceryle americana,Green Kingfisher,Chloroceryle americana,Green Kingfisher,L0 species as entered on checklist (Clements 2024)
Chloroceryle americana americana,Green Kingfisher (Americana),Chloroceryle americana americana,,L0 species as entered on checklist (Clements 2024)
Chondestes grammacus,Lark Sparrow,Chondestes grammacus,Lark Sparrow,L0 species as entered on checklist (Clements 2024)
Sturnella neglecta,Western Meadowlark,Sturnella neglecta,Western Meadowlark,L0 species as entered on checklist (Clements 2024)
Chondrohierax uncinatus,Hook-Billed Kite,Chondrohierax uncinatus,Hook-billed Kite,L0 species as entered on checklist (Clements 2024)
Chordeiles acutipennis,Lesser Nighthawk,Chordeiles acutipennis,Lesser Nighthawk,L0 species as entered on checklist (Clements 2024)
Chordeiles gundlachii,Antillean Nighthawk,Chordeiles gundlachii,Antillean Nighthawk,L0 species as entered on checklist (Clements 2024)
Chordeiles minor,Common Nighthawk,Chordeiles minor,Common Nighthawk,L0 species as entered on checklist (Clements 2024)
Mergus serrator,Red-Breasted Merganser,Mergus serrator,Red-breasted Merganser,L0 species as entered on checklist (Clements 2024)
