scientific_name,common_name,common_name_avibase8.17,scientific_name_avibase8.17,status_avibase8.17,order_avibase8.17,family_avibase8.17,region_avibase8.17,in_avibase8.17,AOU_bbs2024,common_name_bbs2024,order_bbs2024,family_bbs2024,scientific_name_bbs2024,in_bbs2024,common_name_clements2024,scientific_name_clements2024,region_clements2024,family_clements2024,order_clements2024,in_clements2024,scientific_name_orig,common_name_orig,region_origlist,order_origlist,family_origlist,origlist_dataentry_origlist,in_origlist,L1_ca.conus.data,ca.conus.rejection
Anser albifrons,Greater White-fronted Goose,Greater White-fronted Goose,Anser albifrons,NA,ANSERIFORMES,Anatidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; US48; USak; UShi,yes,1710,Greater White-fronted Goose,Anseriformes,Anatidae,Anser albifrons,yes,Greater White-fronted Goose,Anser albifrons,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Anser albifrons,Greater White-fronted Goose,CONUS & Canada,Anseriformes,Anatidae,9/8/2023-9/18/2023,yes,yes,NA
Anser caerulescens; Anser caerulescens (blue form),Snow Goose; (Blue Goose) Snow Goose,Snow Goose,Anser caerulescens,NA,ANSERIFORMES,Anatidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,1690; 1691,Snow Goose; (Blue Goose) Snow Goose,Anseriformes,Anatidae,Anser caerulescens; Anser caerulescens (blue form),yes,Snow Goose,Anser caerulescens,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Anser caerulescens; Anser caerulescens (blue form),Snow Goose; (Blue Goose) Snow Goose,CONUS & Canada,Anseriformes,Anatidae,11/22/2022,yes,yes,NA
Anser canagicus,Emperor Goose,Emperor Goose,Anser canagicus,NA,ANSERIFORMES,Anatidae,ASI; CA; hol; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,1760,Emperor Goose,Anseriformes,Anatidae,Anser canagicus,yes,Emperor Goose,Anser canagicus,"breeds in northeastern Siberia and western Alaska; primarily winters in Alaska, from the Aleutian Islands to the Alaska Peninsula","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Anser canagicus,Emperor Goose,CONUS & Canada,Anseriformes,Anatidae,8/31/2023-9/7/2023,yes,yes,NA
Anser rossii,Ross's Goose,Ross's Goose,Anser rossii,NA,ANSERIFORMES,Anatidae,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,1700,Ross's Goose,Anseriformes,Anatidae,Anser rossii,yes,Ross's Goose,Anser rossii,breeds tundra of arctic north-central Canada; winters to western and central USA and central Mexico,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Anser rossii,Ross's Goose,CONUS & Canada,Anseriformes,Anatidae,11/9/2023,yes,yes,NA
Anthus cervinus,Red-throated Pipit,Red-throated Pipit,Anthus cervinus,Rare/Accidental,PASSERIFORMES,Motacillidae,AFR; ASI; AUS; CA; CAM; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX,yes,6990,Red-throated Pipit,Passeriformes,Motacillidae,Anthus cervinus,yes,Red-throated Pipit,Anthus cervinus,"tundra of northern Palearctic and northwestern Alaska; winters to Africa, Indonesia, and Philippines",Motacillidae (Wagtails and Pipits),Passeriformes,yes,Anthus cervinus,Red-throated Pipit,CONUS & Canada,Passeriformes,Motacillidae,11/3/2023,yes,yes,NA
Anthus rubescens,American Pipit,American Pipit,Anthus rubescens,NA,PASSERIFORMES,Motacillidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; SAM; US48; USak; UShi; XX,yes,6970,American Pipit,Passeriformes,Motacillidae,Anthus rubescens,yes,American Pipit,Anthus rubescens,NA,Motacillidae (Wagtails and Pipits),Passeriformes,yes,Anthus rubescens,American Pipit,CONUS & Canada,Passeriformes,Motacillidae,3/3/2023,yes,yes,NA
Anthus spragueii,Sprague's Pipit,Sprague's Pipit,Anthus spragueii,Vulnerable,PASSERIFORMES,Motacillidae,CA; CAM; CAR; hol; NAM; nea; US48,yes,7000,Sprague's Pipit,Passeriformes,Motacillidae,Anthus spragueii,yes,Sprague's Pipit,Anthus spragueii,prairies and plains of North America; winters to southern Mexico,Motacillidae (Wagtails and Pipits),Passeriformes,yes,Anthus spragueii,Sprague's Pipit,CONUS & Canada,Passeriformes,Motacillidae,10/27/23,yes,yes,NA
Antigone canadensis,Sandhill Crane,Sandhill Crane,Antigone canadensis,NA,GRUIFORMES,Gruidae,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak; UShi,yes,2060,Sandhill Crane,Gruiformes,Gruidae,Antigone canadensis,yes,Sandhill Crane,Antigone canadensis,NA,Gruidae (Cranes),Gruiformes,yes,Antigone canadensis,Sandhill Crane,CONUS & Canada,Gruiformes,Gruidae,12/16/2022,yes,yes,NA
Antrostomus arizonae,Mexican Whip-poor-will,Mexican Whip-poor-will,Antrostomus arizonae,NA,CAPRIMULGIFORMES,Caprimulgidae,CAM; hol; NAM; nea; US48,yes,4172,Mexican Whip-poor-will,Caprimulgiformes,Caprimulgidae,Antrostomus arizonae,yes,Mexican Whip-poor-will,Antrostomus arizonae,NA,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,yes,Antrostomus arizonae,Mexican Whip-poor-will,CONUS & Canada,Caprimulgiformes,Caprimulgidae,11/14/2023,yes,yes,NA
Antrostomus carolinensis,Chuck-will's-widow,Chuck-will's-widow,Antrostomus carolinensis,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,CA; CAM; CAR; hol; NAM; nan; nea; OCE; PAC; SAM; US48,yes,4160,Chuck-will's-widow,Caprimulgiformes,Caprimulgidae,Antrostomus carolinensis,yes,Chuck-will's-widow,Antrostomus carolinensis,eastern USA; winters southeastern USA to Greater Antilles and northern South America,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,yes,Antrostomus carolinensis,Chuck-will's-widow,CONUS & Canada,Caprimulgiformes,Caprimulgidae,9/15/23,yes,yes,NA
Antrostomus vociferus,Eastern Whip-poor-will,Eastern Whip-poor-will,Antrostomus vociferus,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,CA; CAM; CAR; hol; NAM; nea; US48; USak,yes,4171,Eastern Whip-poor-will,Caprimulgiformes,Caprimulgidae,Antrostomus vociferus,yes,Eastern Whip-poor-will,Antrostomus vociferus,southern Canada and eastern USA; winters to Cuba and western Panama,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,yes,Antrostomus vociferus,Eastern Whip-poor-will,CONUS & Canada,Caprimulgiformes,Caprimulgidae,12/14/2022,yes,yes,NA
Aphelocoma californica,California Scrub-Jay,California Scrub-Jay,Aphelocoma californica,NA,PASSERIFORMES,Corvidae,CA; CAM; hol; NAM; nea; US48,yes,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma californica,yes,California Scrub-Jay,Aphelocoma californica,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Aphelocoma californica,California Scrub-Jay,CONUS & Canada,Passeriformes,Corvidae,7/21/2022,yes,yes,NA
Aphelocoma californica/woodhouseii,California/Woodhouse's Scrub-Jay; unid. California Scrub-Jay/Woodhouse's Scrub-Jay,NA,NA,NA,NA,NA,NA,no,4810,unid. California Scrub-Jay / Woodhouse's Scrub-Jay,Passeriformes,Corvidae,Aphelocoma californica / woodhouseii,yes,California/Woodhouse's Scrub-Jay,Aphelocoma californica/woodhouseii,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Aphelocoma californica / woodhouseii,unid. California Scrub-Jay / Woodhouse's Scrub-Jay,CONUS & Canada,Passeriformes,Corvidae,N/A; unidentified species,yes,yes,NA
Aphelocoma coerulescens,Florida Scrub-Jay,Florida Scrub-Jay,Aphelocoma coerulescens,Endemic Vulnerable,PASSERIFORMES,Corvidae,hol; NAM; nea; US48,yes,4790,Florida Scrub-Jay,Passeriformes,Corvidae,Aphelocoma coerulescens,yes,Florida Scrub-Jay,Aphelocoma coerulescens,locally in central peninsular and Atlantic coastal Florida,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Aphelocoma coerulescens,Florida Scrub-Jay,CONUS & Canada,Passeriformes,Corvidae,3/28/2019; checked 7/20/2022,yes,yes,NA
Aphelocoma insularis,Island Scrub-Jay,Island Scrub-Jay,Aphelocoma insularis,Endemic,PASSERIFORMES,Corvidae,hol; NAM; nea; US48,yes,4811,Island Scrub-Jay,Passeriformes,Corvidae,Aphelocoma insularis,yes,Island Scrub-Jay,Aphelocoma insularis,Santa Cruz Island (Channel Islands off southern California),"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Aphelocoma insularis,Island Scrub-Jay,CONUS & Canada,Passeriformes,Corvidae,2/20/2023,yes,yes,NA
Aphelocoma wollweberi,Mexican Jay,Mexican Jay,Aphelocoma wollweberi,NA,PASSERIFORMES,Corvidae,CAM; hol; NAM; nea; US48,yes,4820,Mexican Jay,Passeriformes,Corvidae,Aphelocoma wollweberi,yes,Mexican Jay,Aphelocoma wollweberi,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Aphelocoma wollweberi,Mexican Jay,CONUS & Canada,Passeriformes,Corvidae,2/3/2022,yes,yes,NA
Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,NA,PASSERIFORMES,Corvidae,CA; CAM; hol; NAM; nea; US48,yes,4813,Woodhouse's Scrub-Jay,Passeriformes,Corvidae,Aphelocoma woodhouseii,yes,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,CONUS & Canada,Passeriformes,Corvidae,2/20/2023,yes,yes,NA
Aquila chrysaetos,Golden Eagle,Golden Eagle,Aquila chrysaetos,NA,ACCIPITRIFORMES,Accipitridae,AFR; ASI; CA; CAM; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,3490,Golden Eagle,Accipitriformes,Accipitridae,Aquila chrysaetos,yes,Golden Eagle,Aquila chrysaetos,NA,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,yes,Aquila chrysaetos,Golden Eagle,CONUS & Canada,Accipitriformes,Accipitridae,10/05/2022 - 10/06/2022,yes,yes,NA
Aramus guarauna,Limpkin,Limpkin,Aramus guarauna,NA,GRUIFORMES,Aramidae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; TT; US48,yes,2070,Limpkin,Gruiformes,Aramidae,Aramus guarauna,yes,Limpkin,Aramus guarauna,NA,Aramidae (Limpkin),Gruiformes,yes,Aramus guarauna,Limpkin,CONUS & Canada,Gruiformes,Aramidae,2/13/2023,yes,yes,NA
Aratinga nenday,Nanday Parakeet,Nanday Parakeet,Aratinga nenday,Introduced species,PSITTACIFORMES,Psittacidae,AFR; CAR; hol; MID; NAM; nea; pal; SAM; US48,yes,51830,Nanday Parakeet,Psittaciformes,Psittacidae,Aratinga nenday,yes,Nanday Parakeet,Aratinga nenday,"Pantanal of southeastern Bolivia, southwestern Brazil, Paraguay, and northern Argentina",Psittacidae (New World and African Parrots),Psittaciformes,yes,Aratinga nenday,Nanday Parakeet,CONUS & Canada,Psittaciformes,Psittacidae,11/10/2023,yes,yes,NA
Archilochus alexandri,Black-chinned Hummingbird,Black-chinned Hummingbird,Archilochus alexandri,NA,APODIFORMES,Trochilidae,CA; CAM; hol; NAM; nea; US48,yes,4290,Black-chinned Hummingbird,Apodiformes,Trochilidae,Archilochus alexandri,yes,Black-chinned Hummingbird,Archilochus alexandri,breeds drier parts of southern British Columbia to northwestern Mexico; winters to southern Mexico,Trochilidae (Hummingbirds),Apodiformes,yes,Archilochus alexandri,Black-chinned Hummingbird,CONUS & Canada,Apodiformes,Trochilidae,12/15/2022,yes,yes,NA
Archilochus colubris,Ruby-throated Hummingbird,Ruby-throated Hummingbird,Archilochus colubris,NA,APODIFORMES,Trochilidae,CA; CAM; CAR; hol; NAM; nea; SAM; US48; USak,yes,4280,Ruby-throated Hummingbird,Apodiformes,Trochilidae,Archilochus colubris,yes,Ruby-throated Hummingbird,Archilochus colubris,eastern Canada and USA; winters Mexico to Panama,Trochilidae (Hummingbirds),Apodiformes,yes,Archilochus colubris,Ruby-throated Hummingbird,CONUS & Canada,Apodiformes,Trochilidae,4/2/2022-9/19/2022,yes,yes,NA
Archilochus colubris/alexandri,Ruby-throated/Black-chinned Hummingbird; unid. Ruby-throated/Black-chinned Hummingbird,NA,NA,NA,NA,NA,NA,no,4295,unid. Ruby-throated / Black-chinned Hummingbird,Apodiformes,Trochilidae,Archilochus colubris / alexandri,yes,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri,NA,Trochilidae (Hummingbirds),Apodiformes,yes,Archilochus colubris / alexandri,unid. Ruby-throated / Black-chinned Hummingbird,CONUS & Canada,Apodiformes,Trochilidae,N/A; unidentified species,yes,yes,NA
Ardea alba,Great Egret,Great Egret,Ardea alba,NA,PELECANIFORMES,Ardeidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,1960,Great Egret,Pelecaniformes,Ardeidae,Ardea alba,yes,Great Egret,Ardea alba,NA,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,yes,Ardea alba,Great Egret,CONUS & Canada,Pelecaniformes,Ardeidae,1/30/2023,yes,yes,NA
Ardea herodias,Great Blue Heron,Great Blue Heron,Ardea herodias,NA,PELECANIFORMES,Ardeidae,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,1940,Great Blue Heron,Pelecaniformes,Ardeidae,Ardea herodias,yes,Great Blue Heron,Ardea herodias,NA,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,yes,Ardea herodias,Great Blue Heron,CONUS & Canada,Pelecaniformes,Ardeidae,9/27/22,yes,yes,NA
Ardea herodias occidentalis,Great Blue Heron (Great White); (Great White Heron) Great Blue Heron,NA,NA,NA,NA,NA,NA,no,1920,(Great White Heron) Great Blue Heron,Pelecaniformes,Ardeidae,Ardea herodias occidentalis,yes,Great Blue Heron (Great White),Ardea herodias occidentalis,southern Florida through West Indies to islands off Venezuela,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,yes,Ardea herodias occidentalis,(Great White Heron) Great Blue Heron,CONUS & Canada,Pelecaniformes,Ardeidae,9/27/22,yes,yes,NA
Ardea ibis; Bubulcus ibis,Western Cattle-Egret; Cattle Egret,Western Cattle-Egret,Ardea ibis,NA,PELECANIFORMES,Ardeidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,2001,Cattle Egret,Pelecaniformes,Ardeidae,Bubulcus ibis,yes,Western Cattle-Egret,Ardea ibis,"southern Europe eastward to Iran, and Africa, Madagascar, and islands in western Indian Ocean (Seychelles, Aldabra, Comoros, and Mauritius); colonized the New World in the 20th century, now widespread in North and South America; introduced to the Hawaiian Islands; partially migratory in North America and southern Africa","Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,yes,Bubulcus ibis,Cattle Egret,CONUS & Canada,Pelecaniformes,Ardeidae,1/31/2023,yes,yes,NA
Ardea sp.; Ardeid sp.,Ardea sp.; unid. heron/egret,NA,NA,NA,NA,NA,NA,no,1945,unid. heron / egret,Pelecaniformes,Ardeidae,Ardeid sp.,yes,Ardea sp.,Ardea sp.,NA,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,yes,Ardeid sp.,unid. heron / egret,CONUS & Canada,Pelecaniformes,Ardeidae,N/A; unidentified species,yes,yes,NA
Arenaria interpres,Ruddy Turnstone,Ruddy Turnstone,Arenaria interpres,Near-threatened,CHARADRIIFORMES,Scolopacidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,2830,Ruddy Turnstone,Charadriiformes,Scolopacidae,Arenaria interpres,yes,Ruddy Turnstone,Arenaria interpres,NA,Scolopacidae (Sandpipers and Allies),Charadriiformes,yes,Arenaria interpres,Ruddy Turnstone,CONUS & Canada,Charadriiformes,Scolopacidae,1/3/2023,yes,yes,NA
Arenaria melanocephala,Black Turnstone,Black Turnstone,Arenaria melanocephala,NA,CHARADRIIFORMES,Scolopacidae,ASI; CA; CAM; hol; NAM; nea; SAM; US48; USak,yes,2840,Black Turnstone,Charadriiformes,Scolopacidae,Arenaria melanocephala,yes,Black Turnstone,Arenaria melanocephala,breeds coastal Alaska; winters southeastern Alaska to northwestern Mexico,Scolopacidae (Sandpipers and Allies),Charadriiformes,yes,Arenaria melanocephala,Black Turnstone,CONUS & Canada,Charadriiformes,Scolopacidae,9/29/2023-10/2/2023,yes,yes,NA
Arremonops rufivirgatus,Olive Sparrow,Olive Sparrow,Arremonops rufivirgatus,NA,PASSERIFORMES,Passerellidae,CAM; hol; NAM; nea; US48,yes,5860,Olive Sparrow,Passeriformes,Passerellidae,Arremonops rufivirgatus,yes,Olive Sparrow,Arremonops rufivirgatus,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Arremonops rufivirgatus,Olive Sparrow,CONUS & Canada,Passeriformes,Passerellidae,10/30/23,yes,yes,NA
Artemisiospiza belli,Bell's Sparrow,Bell's Sparrow,Artemisiospiza belli,NA,PASSERIFORMES,Passerellidae,CA; CAM; hol; NAM; nea; US48,yes,5739,Bell's Sparrow,Passeriformes,Passerellidae,Artemisiospiza belli,yes,Bell's Sparrow,Artemisiospiza belli,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Artemisiospiza belli,Bell's Sparrow,CONUS & Canada,Passeriformes,Passerellidae,11/7/2023,yes,yes,NA
Artemisiospiza nevadensis,Sagebrush Sparrow,Sagebrush Sparrow,Artemisiospiza nevadensis,Endemic,PASSERIFORMES,Passerellidae,CA; CAM; hol; NAM; nea; US48,yes,5738,Sagebrush Sparrow,Passeriformes,Passerellidae,Artemisiospiza nevadensis,yes,Sagebrush Sparrow,Artemisiospiza nevadensis,sagebrush and saltbush of Great Basin,Passerellidae (New World Sparrows),Passeriformes,yes,Artemisiospiza nevadensis,Sagebrush Sparrow,CONUS & Canada,Passeriformes,Passerellidae,11/6/2023,yes,yes,NA
Artemisiospiza nevadensis/belli,Sagebrush/Bell's Sparrow (Sage Sparrow); unid. Sagebrush Sparrow/Bell's Sparrow,NA,NA,NA,NA,NA,NA,no,5740,unid. Sagebrush Sparrow / Bell's Sparrow,Passeriformes,Passerellidae,Artemisiospiza nevadensis / belli,yes,Sagebrush/Bell's Sparrow (Sage Sparrow),Artemisiospiza nevadensis/belli,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Artemisiospiza nevadensis / belli,unid. Sagebrush Sparrow / Bell's Sparrow,CONUS & Canada,Passeriformes,Passerellidae,N/A; unidentified species,yes,yes,NA
Asio flammeus,Short-eared Owl,Short-eared Owl,Asio flammeus,NA,STRIGIFORMES,Strigidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,3670,Short-eared Owl,Strigiformes,Strigidae,Asio flammeus,yes,Short-eared Owl,Asio flammeus,NA,Strigidae (Owls),Strigiformes,yes,Asio flammeus,Short-eared Owl,CONUS & Canada,Strigiformes,Strigidae,10/11/2022-10/24/2022,yes,yes,NA
Asio otus,Long-eared Owl,Long-eared Owl,Asio otus,NA,STRIGIFORMES,Strigidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak,yes,3660,Long-eared Owl,Strigiformes,Strigidae,Asio otus,yes,Long-eared Owl,Asio otus,NA,Strigidae (Owls),Strigiformes,yes,Asio otus,Long-eared Owl,CONUS & Canada,Strigiformes,Strigidae,2/7/2023 - 2/10/2023,yes,yes,NA
Astur atricapillus; Accipiter atricapillus,American Goshawk,American Goshawk,Astur atricapillus,NA,ACCIPITRIFORMES,Accipitridae,CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,3340,American Goshawk,Accipitriformes,Accipitridae,Accipiter atricapillus,yes,American Goshawk,Astur atricapillus,NA,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,yes,Accipiter atricapillus,American Goshawk,CONUS & Canada,Anseriformes,Accipitridae,8/29/2024-9/3/2024,yes,yes,NA
Astur cooperii; Accipiter cooperii,Cooper's Hawk,Cooper's Hawk,Astur cooperii,NA,ACCIPITRIFORMES,Accipitridae,CA; CAM; CAR; hol; NAM; nea; SAM; US48,yes,3330,Cooper's Hawk,Accipitriformes,Accipitridae,Accipiter cooperii,yes,Cooper's Hawk,Astur cooperii,woodland of southern Canada and USA; winters to Central America,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,yes,Accipiter cooperii,Cooper's Hawk,CONUS & Canada,Accipitriformes,Accipitridae,4/12/2022,yes,yes,NA
Athene cunicularia,Burrowing Owl,Burrowing Owl,Athene cunicularia,NA,STRIGIFORMES,Strigidae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; TT; US48,yes,3780,Burrowing Owl,Strigiformes,Strigidae,Athene cunicularia,yes,Burrowing Owl,Athene cunicularia,NA,Strigidae (Owls),Strigiformes,yes,Athene cunicularia,Burrowing Owl,CONUS & Canada,Strigiformes,Strigidae,10/05/2022,yes,yes,NA
Auriparus flaviceps,Verdin,Verdin,Auriparus flaviceps,NA,PASSERIFORMES,Remizidae,CAM; hol; NAM; nea; US48,yes,7460,Verdin,Passeriformes,Remizidae,Auriparus flaviceps,yes,Verdin,Auriparus flaviceps,NA,Remizidae (Penduline-Tits),Passeriformes,yes,Auriparus flaviceps,Verdin,CONUS & Canada,Passeriformes,Remizidae,2/21/2023,yes,yes,NA
Aythya affinis,Lesser Scaup,Lesser Scaup,Aythya affinis,NA,ANSERIFORMES,Anatidae,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,1490,Lesser Scaup,Anseriformes,Anatidae,Aythya affinis,yes,Lesser Scaup,Aythya affinis,"breeds North America from northern Alaska and western Canada southward through northern California, southern Colorado, and Minnesota (USA); winters to Hawaiian Islands, the Caribbean, and northern South America","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Aythya affinis,Lesser Scaup,CONUS & Canada,Anseriformes,Anatidae,12/14/2022,yes,yes,NA
Aythya americana,Redhead,Redhead,Aythya americana,NA,ANSERIFORMES,Anatidae,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,1460,Redhead,Anseriformes,Anatidae,Aythya americana,yes,Redhead,Aythya americana,Alaska to southern USA; winters to Guatemala and Greater Antilles,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Aythya americana,Redhead,CONUS & Canada,Anseriformes,Anatidae,12/1/2022-12/6/2022,yes,yes,NA
Aythya collaris,Ring-necked Duck,Ring-necked Duck,Aythya collaris,NA,ANSERIFORMES,Anatidae,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,1500,Ring-necked Duck,Anseriformes,Anatidae,Aythya collaris,yes,Ring-necked Duck,Aythya collaris,breeds Alaska to southern USA; winters to Panama and southern Lesser Antilles,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Aythya collaris,Ring-necked Duck,CONUS & Canada,Anseriformes,Anatidae,12/6/2022-1/10/2023,yes,yes,NA
Aythya fuligula,Tufted Duck,Tufted Duck,Aythya fuligula,NA,ANSERIFORMES,Anatidae,AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,1491,Tufted Duck,Anseriformes,Anatidae,Aythya fuligula,yes,Tufted Duck,Aythya fuligula,"breeds northern Palearctic from Iceland eastward to Kamchatka, southward to central Europe and Mongolia; winters to northern Africa and southern Asia","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Aythya fuligula,Tufted Duck,CONUS & Canada,Anseriformes,Anatidae,9/11/2023-9/12/2023,yes,yes,NA
Aythya marila,Greater Scaup,Greater Scaup,Aythya marila,NA,ANSERIFORMES,Anatidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX,yes,1480,Greater Scaup,Anseriformes,Anatidae,Aythya marila,yes,Greater Scaup,Aythya marila,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Aythya marila,Greater Scaup,CONUS & Canada,Anseriformes,Anatidae,12/1/2022,yes,yes,NA
Aythya marila/affinis,Greater/Lesser Scaup; unid. Greater Scaup/Lesser Scaup,NA,NA,NA,NA,NA,NA,no,1489,unid. Greater Scaup / Lesser Scaup,Anseriformes,Anatidae,Aythya marila / affinis,yes,Greater/Lesser Scaup,Aythya marila/affinis,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Aythya marila / affinis,unid. Greater Scaup / Lesser Scaup,CONUS & Canada,Anseriformes,Anatidae,N/A; unidentified species,yes,yes,NA
Aythya valisineria,Canvasback,Canvasback,Aythya valisineria,NA,ANSERIFORMES,Anatidae,ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,1470,Canvasback,Anseriformes,Anatidae,Aythya valisineria,yes,Canvasback,Aythya valisineria,"breeds North America from northern Alaska and western Canada southward through northern California, southern Colorado, and Minnesota (USA); winters to central Mexico","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Aythya valisineria,Canvasback,CONUS & Canada,Anseriformes,Anatidae,12/1/2022,yes,yes,NA
Baeolophus atricristatus,Black-crested Titmouse,Black-crested Titmouse,Baeolophus atricristatus,NA,PASSERIFORMES,Paridae,CAM; hol; NAM; nea; US48,yes,7320,Black-crested Titmouse,Passeriformes,Paridae,Baeolophus atricristatus,yes,Black-crested Titmouse,Baeolophus atricristatus,NA,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,yes,Baeolophus atricristatus,Black-crested Titmouse,CONUS & Canada,Passeriformes,Paridae,8/12/2022,yes,yes,NA
Baeolophus bicolor,Tufted Titmouse,Tufted Titmouse,Baeolophus bicolor,NA,PASSERIFORMES,Paridae,CA; hol; NAM; nea; US48,yes,7310,Tufted Titmouse,Passeriformes,Paridae,Baeolophus bicolor,yes,Tufted Titmouse,Baeolophus bicolor,"south-central Canada (Ontario) to eastern, central, and southeastern USA","Paridae (Tits, Chickadees, and Titmice)",Passeriformes,yes,Baeolophus bicolor,Tufted Titmouse,CONUS & Canada,Passeriformes,Paridae,8/12/2022,yes,yes,NA
Baeolophus bicolor/atricristatus,Tufted/Black-crested Titmouse; unid. Tufted Titmouse/Black-crested Titmouse,NA,NA,NA,NA,NA,NA,no,7315,unid. Tufted Titmouse / Black-crested Titmouse,Passeriformes,Paridae,Baeolophus bicolor / atricristatus,yes,Tufted/Black-crested Titmouse,Baeolophus bicolor/atricristatus,NA,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,yes,Baeolophus bicolor / atricristatus,unid. Tufted Titmouse / Black-crested Titmouse,CONUS & Canada,Passeriformes,Paridae,N/A; unidentified species,yes,yes,NA
